Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2022,28,ACCY,410,4,4,3,0,6,3,2,2,2,0,2,0,0,0,Advanced Financial Reporting,"Kustanovich, Michael",2.965
Spring,2010,84,PS,282,1,14,14,8,31,7,6,2,0,0,0,0,1,0,Governing Globalization,"Schrad, Mark L",3.186785714285714
Fall,2020,247,CS,498,16,218,4,1,2,2,1,0,1,0,0,0,2,0,Applied Machine Learning,"Delgosha, Payam",3.924493927125506
Fall,2020,27,SOCW,427,7,11,8,1,0,0,0,0,0,0,0,0,0,0,Social Work Research Methods,"Shin, Oe J",3.877407407407407
Fall,2017,24,BTW,250,2,13,6,0,3,0,0,0,0,0,0,0,0,0,Principles Bus Comm,"Hapke, Gail L",3.7925
Spring,2014,55,CHEM,105,1,28,3,7,5,3,0,3,2,1,1,0,1,0,General Chemistry Lab II,"Bhagi, Ambika",3.3636363636363638
Spring,2018,57,BADM,375,0,18,7,11,5,7,3,3,3,0,0,0,0,0,Business Process Management,"Scott, Nehemiah",3.263333333333333
Fall,2010,26,MUS,348,0,16,6,1,1,1,0,0,1,0,0,0,0,0,Rep for Scndry Sch Chor Prog,"Alwes, Chester L",3.7188461538461537
Summer,2011,28,LER,100,0,6,4,0,4,2,1,3,2,2,0,0,4,0,Introduction to Labor Studies,"Konopacki, Mike",2.5124999999999997
Summer,2011,45,HDFS,401,16,8,9,3,5,0,0,2,0,0,1,0,1,0,Socialization and Development,"Lazarevic, Vanja",3.533777777777778
Fall,2011,88,RST,230,6,14,7,11,21,13,4,4,1,1,0,2,3,1,Leisure Services and Diversity,"Sharaievska, Iryna",3.0079310344827586
Spring,2016,49,THEA,101,27,9,7,2,2,0,1,0,0,0,0,0,1,0,Introduction to Theatre Arts,"Salerno, Michelle",3.768979591836735
Spring,2013,22,EOL,571,0,11,8,3,0,0,0,0,0,0,0,0,0,0,Foundation of Higher Edu,"Cain, Timothy R",3.7886363636363636
Fall,2011,24,ECE,206,2,5,9,5,3,0,0,0,0,0,0,0,0,0,Elec & Electronic Circuits Lab,"Zhang, Jianhua",3.611666666666667
Spring,2020,30,SOC,100,0,3,7,10,6,2,0,0,2,0,0,0,0,0,Introduction to Sociology,"Alexander, Alishia",3.255666666666667
Fall,2021,24,AIS,101,2,17,2,1,1,1,0,0,0,0,0,0,0,0,Intro to Amer Indian Studies,"Ridgway, Morgan L",3.8475
Spring,2016,28,KIN,109,0,21,2,3,2,0,0,0,0,0,0,0,0,0,Team Sport Activities,"Trendowski, Thomas N",3.8332142857142855
Fall,2010,25,LAS,101,11,12,1,0,0,0,1,0,0,0,0,0,0,0,Freshman Seminar,"Scott, Sharon L",3.92
Spring,2014,43,LAW,607,1,5,6,17,9,2,0,2,1,0,0,0,0,0,Civil Procedure,"Kordik, Ellen R",3.2706976744186043
Spring,2017,26,CHEM,103,8,3,3,1,6,0,0,1,0,1,1,0,2,0,General Chemistry Lab I,"Zhang, Jiabao",3.102692307692308
Fall,2015,28,ENGL,429,0,14,7,6,1,0,0,0,0,0,0,0,0,0,18th Century Fiction,"Pollock, Anthony",3.7382142857142857
Spring,2014,21,GEOL,107,0,5,4,1,2,4,2,2,0,0,0,0,1,0,Physical Geology,"Leonard, Tiffany F",3.0166666666666666
Spring,2016,30,MATH,441,2,1,4,3,2,0,1,4,1,4,1,3,3,1,Differential Equations,"Xu, Samantha",2.1724137931034484
Fall,2012,24,ACE,161,0,11,0,0,8,0,0,4,0,0,0,0,1,0,Microcomputer Applications,"Rogalla, Valerie",3.1666666666666665
Fall,2011,52,ECON,303,4,3,11,3,12,2,11,5,1,0,0,0,0,0,Inter Macroeconomic Theory,"O'Dea, Dennis C",3.019230769230769
Spring,2021,32,BADM,327,12,15,2,2,1,0,0,0,0,0,0,0,0,0,Marketing to Business and Govt,"Noel, Hayden N",3.90625
Spring,2010,48,ACCY,517,1,3,8,5,23,8,0,0,0,0,0,0,0,0,Financial Statement Analysis,"Imhoff, Eugene A",3.174375
Spring,2017,179,CS,125,28,44,22,10,26,10,12,14,7,1,1,0,2,2,Intro to Computer Science,"Chapman, William L",3.2583050847457633
Spring,2014,161,CHEM,436,10,14,14,17,20,13,11,14,22,5,10,4,4,3,Fundamental Organic Chem II,"Mitchell, Douglas A",2.5848101265822785
Fall,2015,41,PSYC,100,4,3,0,6,6,9,3,5,2,0,0,0,3,0,Intro Psych,"Travis, Lisa L",2.691219512195122
Spring,2013,25,ENGL,208,0,2,6,4,7,2,0,2,1,1,0,0,0,0,Victorian Lit and Culture,"Sellers, Edward J",3.0672
Spring,2018,21,ECON,202,1,4,3,2,6,0,2,3,0,0,0,0,0,0,Economic Statistics I,"Kim, Kwanghyun",3.1585714285714284
Spring,2020,26,ACCY,301,0,4,5,3,9,3,2,0,0,0,0,0,0,0,Atg Measurement & Disclosure,"Davis, Gregory L",3.2311538461538465
Spring,2016,81,PS,270,0,2,13,18,36,8,1,1,0,0,1,1,0,0,Intro to Political Theory,"Miller, Benjamin M",3.098888888888889
Spring,2021,72,SBC,506,41,10,3,4,6,4,2,1,0,0,0,1,0,0,Measurement and Evaluation,"McIlrath, Mary J",3.6713888888888895
Fall,2015,34,ECON,303,2,4,5,3,7,7,2,2,0,0,0,2,0,0,Inter Macroeconomic Theory,"Khan, Asad R",3.0008823529411766
Fall,2021,44,ECON,103,3,12,8,9,5,3,0,0,0,1,0,0,3,0,Macroeconomic Principles,"Simon, Pedro V",3.2652272727272726
Spring,2010,41,HORT,302,6,11,0,5,7,3,2,4,1,2,0,0,0,0,Woody Landscape Plants II,"Kling, Gary J",3.1865853658536585
Spring,2014,25,EPS,202,7,9,4,2,2,0,1,0,0,0,0,0,0,0,Foundations of Education-ACP,"Brewer, Timothy J",3.7468
Fall,2018,23,CLCV,220,2,10,4,2,1,1,0,1,1,0,0,0,1,0,North Africa,"Kaufman, Brett S",3.4208695652173917
Fall,2018,30,ECON,302,1,6,7,2,2,3,4,2,0,0,3,0,0,0,Inter Microeconomic Theory,"Buckley, Bryan D",3.022666666666667
Spring,2015,37,ME,370,0,8,10,7,4,3,1,1,3,0,0,0,0,0,Mechanical Design I,"Ozerinc, Sezer",3.2800000000000002
Fall,2012,37,ATMS,303,3,5,8,5,6,4,1,1,0,0,0,0,3,1,Synoptic-Dynamic Wea Analysis,"Frame, Jeffrey",3.0838888888888887
Fall,2020,24,MCB,150,1,8,2,6,2,3,2,0,0,0,0,0,0,0,Molec & Cellular Basis of Life,"Reedy, Melissa M",3.4162500000000002
Fall,2018,25,DANC,125,0,2,1,5,2,6,3,4,1,0,0,0,0,1,Black Dances of Resistance,"Nance, Curtis K",2.7916666666666674
Fall,2018,159,STAT,200,15,54,27,13,23,8,4,8,2,3,0,1,0,1,Statistical Analysis,"Fireman, Ellen S",3.4307594936708865
Spring,2017,66,FSHN,427,0,35,2,4,19,1,0,5,0,0,0,0,0,0,Biochemical Nutrition II,"Chen, Hong",3.4898484848484848
Spring,2010,49,ACCY,201,2,4,12,10,12,2,3,1,0,0,2,0,1,0,Accounting and Accountancy I,"Cantrell, Andrea M",3.1361224489795916
Spring,2020,22,CI,407,0,18,2,1,0,0,0,1,0,0,0,0,0,0,Thry Prac in Elem Schl Tchg II,"Lyons, Mary E",3.8486363636363636
Fall,2021,24,ASRM,461,0,6,0,3,7,1,1,3,1,1,0,0,1,0,Loss Models,"Freiji, Claudia G",2.8745833333333337
Spring,2020,26,ACCY,571,0,20,3,2,1,0,0,0,0,0,0,0,0,0,Stat Analyses for Accountancy,"Brunner, Robert J",3.871923076923077
Fall,2016,26,SOC,100,0,8,3,4,4,3,1,1,0,0,1,0,1,0,Introduction to Sociology,"Yoon, Soo-Yeon",3.141153846153846
Fall,2019,29,ACCY,451,1,13,1,8,1,1,2,1,1,0,0,0,0,0,Advanced Income Tax Problems,"Hutchens, Matthew",3.4589655172413796
Fall,2017,27,GWS,335,0,4,9,7,3,1,0,3,0,0,0,0,0,0,"Film, TV, and Gender","Kashani, Maryam",3.333703703703704
Spring,2022,26,ENG,101,0,23,0,0,1,0,0,0,0,0,1,0,1,0,Engineering at Illinois,"Forman, Gretchen M",3.6923076923076925
Spring,2021,96,ME,370,6,33,22,12,9,7,2,1,1,0,0,0,3,0,Mechanical Design I,"Tawfick, Sameh H",3.4450000000000003
Fall,2020,66,FIN,411,6,14,22,16,7,1,0,0,0,0,0,0,0,0,Investment & Portfolio Mngt,"Choi, Jaewon",3.6013636363636365
Fall,2014,94,STAT,410,20,9,6,7,11,8,6,9,5,4,1,0,5,3,Statistics and Probability II,"Culpepper, Steven A",2.8828571428571426
Spring,2021,29,HIST,300,2,12,5,5,3,0,0,1,0,0,0,1,0,0,Topics in Film and History,"Steinberg, Mark D",3.540344827586207
Summer,2013,29,GEOL,100,1,10,3,1,3,0,1,2,1,2,1,1,1,2,Planet Earth,"Herrstrom, Eileen A",2.950740740740741
Fall,2020,103,ECE,120,9,45,12,11,7,7,2,3,2,2,0,0,3,0,Introduction to Computing,"Levchenko, Kirill I",3.4273786407766993
Fall,2019,35,BADM,453,24,10,0,0,0,0,0,0,0,0,0,1,0,0,Business Intelligence,"Ivanov, Anton",3.9048571428571424
Fall,2018,106,INFO,202,5,4,8,4,13,17,17,11,10,2,5,2,7,1,Social Aspects Info Tech,"Kendall, Lori S",2.3845714285714283
Spring,2018,30,CMN,260,4,14,3,1,4,1,2,0,0,0,1,0,0,0,Intro to Health Communication,"Saldivar, Laura M",3.5556666666666668
Summer,2018,25,AGED,260,2,8,4,0,2,2,1,3,1,1,0,1,0,0,Intro to Leadership Studies,"Emmert, Jason L",3.1208
Fall,2014,22,ME,510,0,17,3,2,0,0,0,0,0,0,0,0,0,0,Advanced Gas Dynamics,"Stephani, Kelly",3.894090909090909
Fall,2011,58,TAM,195,1,18,22,9,5,0,0,0,1,0,0,0,2,0,Mechanics in the Modern World,"Phillips, James W",3.506551724137931
Fall,2018,23,HIST,141,0,3,4,3,6,2,1,2,0,0,0,0,2,0,Western Civ to 1660,"Diaz, Valerie M",2.8843478260869566
Spring,2014,51,ECON,567,4,19,15,8,2,0,1,1,0,0,0,0,0,1,Microeconomics for Business,"Esfahani, Hadi S",3.6804
Fall,2020,24,ACES,101,18,3,1,0,1,0,0,0,1,0,0,0,0,0,Contemporary Issues in ACES,"Honegger, Logan J",3.8475
Fall,2021,26,MDIA,100,4,17,2,0,0,0,1,1,0,0,0,1,0,0,College of Media Orientation,"Hagman, Jacob C",3.7053846153846157
Spring,2019,35,LLS,265,0,20,6,4,3,0,1,0,1,0,0,0,0,0,Politics of Hip Hop,"Coyoca, Wilfred D",3.666857142857143
Spring,2021,114,BADM,572,3,38,23,10,23,4,3,0,0,1,1,0,7,1,Stat for Mgt Decision Making,"Taghaboni-Dutta, Fataneh",3.2806194690265484
Fall,2021,24,ENGL,109,0,19,4,0,1,0,0,0,0,0,0,0,0,0,Intro to Fiction-ACP,"Ellis, Hyeree",3.9033333333333338
Fall,2019,23,MATH,416,2,4,2,4,2,1,3,2,0,2,0,0,1,0,Abstract Linear Algebra,"Kim, Daesung",2.912173913043478
Fall,2014,39,ECON,480,9,5,11,4,2,4,1,1,2,0,0,0,0,0,Industrial Comp and Monopoly,"Marshall, Guillermo",3.4369230769230774
Spring,2020,40,STAT,431,15,11,1,1,2,3,2,1,0,0,1,1,2,0,Applied Bayesian Analysis,"Culpepper, Steven A",3.3335
Spring,2015,22,HIST,120,0,9,4,1,1,3,1,1,1,0,0,0,1,0,East Asian Civilizations,"Hur, Yun Young",3.228181818181818
Fall,2014,59,IHLT,102,0,47,0,1,6,1,0,1,0,0,2,1,0,0,Survey of Interdisc Health,"Pence, Ari A",3.672372881355932
Spring,2016,27,NRES,407,1,4,3,2,7,3,3,3,0,1,0,0,0,0,Wildlife Population Ecology,"Schooley, Robert L",3.0
Spring,2015,26,HIST,211,1,13,5,1,0,2,4,0,0,0,0,0,0,0,History of Southern Africa,"Barnes, Teresa A",3.5515384615384615
Spring,2015,38,ECON,102,3,9,9,6,6,1,3,0,0,0,0,0,1,0,Microeconomic Principles,"Shahhosseini, Mehrnoush",3.3860526315789476
Fall,2014,33,ACCY,510,0,1,1,0,14,13,0,2,0,0,0,0,2,0,Financial Reporting Standards,"Beck, Paul J",2.678181818181818
Summer,2011,27,GEOG,101,0,1,6,8,4,6,0,0,0,2,0,0,0,0,Geog of Developing Countries,"Berg, Kevin D",3.0866666666666664
Fall,2020,24,REL,110,9,3,4,2,1,1,1,0,0,2,0,1,0,0,World Religions,"Folkenroth, Emma",3.36125
Fall,2012,37,MATH,285,3,8,8,4,6,5,1,0,1,0,0,0,1,0,Intro Differential Equations,"Kutzarova-Ford, Denka N",3.2981081081081083
Fall,2021,147,ACCY,501,28,31,25,24,16,3,4,1,2,0,3,4,4,2,Accounting Analysis I A,"Augusto Sampaio, Gerlando",3.338068965517241
Spring,2021,30,ADV,290,0,26,3,1,0,0,0,0,0,0,0,0,0,0,Sports PR,"Raquel, Steve A",3.944666666666667
Spring,2022,24,CI,543,3,18,2,0,0,1,0,0,0,0,0,0,0,0,Constructivism & STEM Educ,"Krist, Christina",3.9170833333333337
Fall,2010,54,ABE,100,0,40,0,0,9,0,0,2,0,0,3,0,0,0,Intro Agric & Biological Engrg,"Green, Angela R",3.5925925925925926
Spring,2022,135,HORT,100,22,43,21,9,14,8,3,4,4,0,3,2,2,0,Introduction to Horticulture,"Taylor, Andrea F",3.3808148148148147
Fall,2013,44,GS,101,1,32,4,2,3,1,0,0,0,0,1,0,0,0,Exploring General Studies,"Tomasiewicz, Ryan",3.7729545454545454
Fall,2012,30,RLST,223,0,22,3,4,0,0,0,0,0,0,0,0,1,0,Qur'an Structure and Exegesis,"Osborne, Lauren E",3.744333333333334
Fall,2011,28,ANTH,143,3,10,6,3,3,0,1,1,1,0,0,0,0,0,Biology of Human Behavior,"Clancy, Kathryn B",3.5360714285714283
Spring,2017,121,VM,611,0,5,0,0,59,0,0,54,0,0,3,0,0,0,Medicine and Surgery III,"Fan, Timothy M",2.5454545454545454
Spring,2021,30,CI,451,0,15,13,0,2,0,0,0,0,0,0,0,0,0,Tchg Elem Science II,"Dean, Sheila R",3.7903333333333338
Fall,2018,37,ACE,427,0,19,7,4,5,1,0,0,0,0,0,0,1,0,Commodity Price Analysis,"Mallory, Mindy L",3.5859459459459453
Summer,2015,24,LING,489,6,12,4,2,0,0,0,0,0,0,0,0,0,0,Theoretical Foundations of SLA,"Bishop, Hugh",3.8891666666666667
Fall,2015,28,LA,250,0,4,2,4,7,3,1,3,1,2,0,0,1,0,Environmental Site Analysis,"McGuire, Mary P",2.7975
Spring,2018,46,PHYS,402,9,10,8,7,8,3,1,0,0,0,0,0,0,0,Light,"Bezryadin, Alexey",3.5436956521739136
Fall,2019,22,BUS,101,3,18,0,0,0,1,0,0,0,0,0,0,0,0,Prof Responsibility & Business,"DeBrock, Lawrence M",3.9395454545454545
Spring,2019,21,IB,532,12,4,4,1,0,0,0,0,0,0,0,0,0,0,Sustainability & Global Change,"O'Dwyer, Allison A",3.9052380952380954
Fall,2011,27,MATH,181,1,4,2,1,0,1,2,3,6,0,1,0,6,0,A Mathematical World,"Lior, Dan U",2.0377777777777775
Spring,2022,22,MCB,253,12,4,0,5,0,1,0,0,0,0,0,0,0,0,Exp Techniqs in Cellular Biol,"Good, Elizabeth A",3.7872727272727276
Fall,2010,30,SPAN,200,2,7,4,6,4,4,3,0,0,0,0,0,0,0,Readings in Hispanic Texts,"Chaidez, Cornelio",3.344333333333333
Summer,2011,71,ARCH,199,37,12,9,3,7,0,0,0,0,0,0,0,3,0,Undergraduate Open Seminar,"Mink, Barry L",3.66225352112676
Fall,2010,65,ME,330,4,16,0,23,14,0,6,1,0,1,0,0,0,0,Engineering Materials,"Downing, Stephen D",3.3215384615384616
Fall,2021,316,ACE,240,168,66,0,0,43,0,0,18,0,0,4,0,16,1,Personal Financial Planning,"Lemoine, Craig",3.507936507936508
Spring,2014,43,GEOL,103,3,10,8,0,8,4,2,0,2,1,3,1,1,0,Planet Earth QRII,"Herrstrom, Eileen A",3.0009302325581393
Fall,2021,21,MCB,245,1,1,5,3,1,0,4,5,1,0,0,0,0,0,Human Anat & Physiol Lab I,"Joesting, Jennifer J",2.872857142857143
Fall,2019,28,ANTH,143,6,5,2,4,7,1,0,0,1,0,0,0,2,0,Biology of Human Behavior,"Jelinek, Petra",3.2142857142857144
Fall,2018,86,STAT,410,15,18,4,7,13,3,6,10,2,0,3,1,4,0,Statistics and Probability II,"Stepanov, Alexey G",2.9998837209302325
Fall,2010,49,CHLH,101,0,7,10,1,13,9,4,2,1,0,1,0,1,0,Introduction to Public Health,"Townsend, Runnell",3.001020408163265
Fall,2018,21,IB,151,0,10,5,3,3,0,0,0,0,0,0,0,0,0,Organismal & Evol Biol Lab,"Whitfield, James B",3.682857142857143
Summer,2011,32,SOC,485,0,12,6,4,2,4,0,0,3,0,1,0,0,0,Intermediate Social Statistics,"Akresh, Ilana R",3.3134375000000005
Fall,2010,133,PSYC,353,0,57,0,0,41,0,0,26,0,0,6,0,3,0,Social Cognition,"Srull, Thomas K",3.075187969924812
Spring,2013,123,VM,607,0,14,0,0,72,0,0,36,0,0,1,0,0,0,Pathobiology II,"Kuhlenschmidt, Mark S",2.8048780487804876
Fall,2010,45,PSYC,100,1,3,3,13,9,4,4,2,1,3,1,0,1,0,Intro Psych,"Jones, Erin L",2.843555555555555
Spring,2022,45,HIST,205,2,8,19,8,6,2,0,0,0,0,0,0,0,0,Lived Experience Latin America,"Brosseder, Claudia R",3.5491111111111113
Fall,2011,34,ECON,103,0,11,0,0,6,0,0,6,0,0,7,0,4,0,Macroeconomic Principles,"Zhang, Zheng",2.3823529411764706
Fall,2014,30,CEE,537,4,7,9,6,1,0,3,0,0,0,0,0,0,0,Water Quality Control Proc I,"Komaki, Yukako",3.566666666666667
Spring,2019,93,CHBE,476,26,33,22,11,1,0,0,0,0,0,0,0,0,0,Biotransport,"Kong, Hyun Joon",3.831935483870968
Spring,2010,23,HIST,100,1,7,0,3,7,1,0,2,0,1,0,0,1,0,Global History,"Ghamari-Tabrizi, Behrooz",3.0865217391304345
Spring,2020,46,UP,185,20,15,1,3,2,1,0,1,3,0,0,0,0,0,Cities in a Global Perspective,"Miraftab, Faranak",3.6813043478260865
Fall,2010,37,FIN,221,1,10,3,0,17,2,0,3,1,0,0,0,0,0,Corporate Finance,"Durguner, Seda",3.2167567567567565
Fall,2012,62,ECE,333,2,10,8,12,16,4,3,4,0,0,2,1,0,0,Green Electric Energy,"Overbye, Thomas J",3.123548387096774
Summer,2013,26,ECON,103,1,13,3,3,2,1,1,0,0,1,1,0,0,0,Macroeconomic Principles,"Gottheil, Fred M",3.4742307692307692
Summer,2013,42,CS,373,5,16,3,3,4,2,2,3,3,1,0,0,0,0,Theory of Computation,"Di Febo, Joseph",3.317619047619048
Fall,2019,29,MUS,501,9,10,8,2,0,0,0,0,0,0,0,0,0,0,Grad Music History Review 1,"Siletti, Michael J",3.862758620689655
Fall,2013,35,ACCY,304,2,12,11,3,5,1,0,1,0,0,0,0,0,0,Accounting Control Systems,"Koo, Seung Hyun",3.600857142857143
Fall,2017,35,FIN,516,1,7,11,14,1,1,0,0,0,0,0,0,0,0,Term Structure Models,"Widdicks, Martin",3.561714285714286
Fall,2017,24,MCB,250,2,4,4,3,1,2,3,2,1,2,0,0,0,0,Molecular Genetics,"Kirchner, Nicholas C",3.01375
Spring,2010,32,ENGL,247,0,5,9,6,6,2,1,2,0,0,0,0,1,0,The British Novel,"Joseph, Terra D",3.20875
Fall,2016,24,ACE,161,0,19,0,0,4,0,0,1,0,0,0,0,0,0,Microcomputer Applications,"Lo, Alexander C",3.75
Summer,2020,32,PSYC,201,3,2,5,4,7,6,2,0,1,1,0,0,1,0,Intro to Social Psych,"Shenouda, Christine K",3.0109375
Spring,2013,56,CHEM,103,0,30,8,6,5,0,2,1,0,0,2,0,2,0,General Chemistry Lab I,"Kim, Hyo Na",3.4464285714285716
Spring,2021,41,ASRM,406,0,24,6,2,1,4,0,2,0,0,0,0,2,0,Lin Algebra & Financial Apps,"Rosenblatt, Joseph M",3.472195121951219
Spring,2020,26,PHYS,515,3,6,4,3,3,3,2,1,0,0,0,0,1,0,General Relativity I,"Yunes, Nicolas",3.243846153846154
Spring,2010,33,MUS,108,11,10,4,5,0,0,1,0,0,1,1,0,0,0,Aural Skills II,"Mitchell, Rachel",3.636060606060606
Spring,2016,31,HIST,260,0,8,3,7,8,3,0,0,0,0,0,0,2,0,History of Russia,"Steinberg, Mark D",3.1719354838709677
Spring,2022,26,ME,510,5,6,2,3,1,4,3,1,1,0,0,0,0,0,Advanced Gas Dynamics,"Panesi, Marco",3.295000000000001
Summer,2011,37,PHIL,105,2,5,11,12,5,1,0,0,0,0,0,0,1,0,Introduction to Ethics,"Wang, Yirong",3.4054054054054057
Fall,2013,23,ENGL,247,1,5,6,2,4,4,0,1,0,0,0,0,0,0,The British Novel,"McLeer, Heather A",3.3634782608695644
Spring,2015,57,BADM,311,5,13,14,11,5,6,1,0,1,0,0,1,0,0,Individual Behavior in Orgs,"Gajendran, Ravi S",3.433333333333333
Spring,2011,22,MCB,250,0,0,1,0,3,5,5,1,1,1,3,1,1,0,Molecular Genetics,"Kirchner, Nicholas C",2.1063636363636364
Spring,2014,50,IHLT,102,25,9,7,2,1,1,2,1,1,0,1,0,0,0,Survey of Interdisc Health,"Pence, Ari A",3.6669999999999994
Fall,2013,24,LAS,101,10,9,2,0,0,0,1,1,0,0,0,0,1,0,Freshman Seminar,"Hoffman, Ruth A",3.6529166666666666
Spring,2013,39,ECON,102,0,4,5,3,7,5,5,4,4,0,0,1,1,0,Microeconomic Principles,"Ham Gonzalez, Andres",2.7100000000000004
Fall,2010,26,FIN,300,0,0,1,3,3,4,3,3,0,0,2,0,7,0,Financial Markets,"Finnerty, Joseph E",1.858846153846154
Spring,2018,50,ME,370,2,16,11,8,7,4,2,0,0,0,0,0,0,0,Mechanical Design I,"van der Zande, Arend",3.5069999999999997
Fall,2015,41,KIN,104,0,32,0,0,8,0,0,1,0,0,0,0,0,0,Ice Skating,"Clarke, Caitlin L",3.7560975609756095
Fall,2018,26,ANTH,143,7,7,1,1,4,1,1,0,1,1,0,0,1,1,Biology of Human Behavior,"Jelinek, Petra",3.32
Fall,2016,24,LAS,101,7,7,3,1,3,0,1,0,1,0,0,1,0,0,Freshman Seminar,"Soranso, Murillo S",3.5004166666666667
Fall,2017,22,LAW,616,0,3,5,8,2,4,0,0,0,0,0,0,0,0,Environmental Law and Pol I,"Hurd, Heidi M",3.3486363636363636
Fall,2021,33,FIN,321,2,11,4,2,3,5,1,2,3,0,0,0,0,0,Advanced Corporate Finance,"Huang, Jiekun",3.243333333333333
Spring,2016,48,VCM,673,1,46,0,0,1,0,0,0,0,0,0,0,0,0,Companion Animal Rehab,"Knap, Kimberly E",3.9791666666666665
Spring,2013,42,CS,433,3,14,7,6,6,4,0,1,0,0,0,0,1,0,Computer System Organization,"Adve, Sarita V",3.4369047619047626
Spring,2018,27,CHEM,103,8,12,5,0,1,0,0,1,0,0,0,0,0,0,General Chemistry Lab I,"Gunasekera, Mutha Merenna",3.8277777777777775
Fall,2012,201,CLCV,114,2,134,18,11,27,2,0,5,1,0,0,1,0,0,Introduction to Greek Culture,"Solomon, Jon",3.7083084577114422
Spring,2019,292,PHYS,211,38,41,30,37,34,34,25,23,9,5,5,2,9,0,University Physics: Mechanics,"Draper, Patrick I",2.9943835616438355
Fall,2019,29,EDUC,201,0,25,0,2,0,1,0,0,0,0,0,0,1,0,Identity and Difference in Edu,"Luo, Xueqing",3.77
Spring,2020,28,ECE,314,6,16,2,3,0,0,0,0,0,0,0,0,1,0,Probability in Engineering Lab,"Hajek, Bruce",3.7617857142857143
Summer,2011,26,RLST,104,0,13,0,0,7,0,0,5,0,0,0,0,0,1,Asian Mythology,"Sundaram, Dheepa",3.32
Fall,2016,38,BADM,449,0,5,15,10,8,0,0,0,0,0,0,0,0,0,Business Policy and Strategy,"Kelley, Samuel R",3.482894736842105
Fall,2019,25,ACCY,201,0,3,1,4,5,2,0,3,1,2,3,0,1,0,Accounting and Accountancy I,"Fisher, Mitchell B",2.5063999999999997
Fall,2017,21,ECE,199,15,4,1,1,0,0,0,0,0,0,0,0,0,0,Undergraduate Open Seminar,"Varodayan, David",3.9523809523809526
Fall,2020,26,EPSY,578,4,13,8,0,1,0,0,0,0,0,0,0,0,0,Qualitative Inquiry Methods,"Hopson, Rodney",3.86
Fall,2012,56,ECON,203,2,4,7,5,9,8,4,7,3,2,1,0,4,0,Economic Statistics II,"Jo, Young",2.619464285714286
Spring,2010,107,ECE,290,1,28,4,6,23,4,13,8,4,0,7,0,5,4,Computer Engineering I,"Vasudevan, Shobha",2.8185436893203883
Spring,2022,23,PS,457,1,8,3,6,2,2,0,1,0,0,0,0,0,0,Dem Gov in a Global Setting,"Yang, Yujeong",3.492608695652174
Spring,2015,34,ENGL,455,0,12,19,1,1,1,0,0,0,0,0,0,0,0,"Fincher, Nolan & Age of Crisis","Hansen, James A",3.7273529411764708
Fall,2020,117,PSYC,433,7,29,17,13,21,3,4,9,6,1,3,0,4,0,Evolutionary Neuroscience,"Rhodes, Justin S",3.097094017094016
Spring,2021,22,STAT,575,6,11,4,1,0,0,0,0,0,0,0,0,0,0,Large Sample Theory,"Li, Xinran",3.9095454545454547
Summer,2011,50,FIN,512,2,13,9,7,18,1,0,0,0,0,0,0,0,0,Financial Derivatives,"France, Virginia G",3.4602
Fall,2019,21,MCB,150,3,1,5,3,1,3,3,0,1,0,1,0,0,0,Molec & Cellular Basis of Life,"Reedy, Melissa M",3.095714285714286
Fall,2019,81,KIN,122,0,19,0,8,18,0,0,16,0,1,7,0,12,0,Physical Activity and Health,"Wilund, Kenneth",2.4317283950617283
Fall,2018,30,HIST,380,1,9,5,3,8,0,1,1,0,0,0,0,2,0,US in an Age of Empire,"Espiritu, Augusto F",3.2223333333333333
Spring,2011,21,ESL,115,1,12,3,0,3,0,0,1,0,0,0,0,1,0,Principles of Academic Writing,"Boyd, Ryan D",3.524285714285714
Spring,2017,22,PHIL,104,0,3,2,5,6,2,2,0,0,0,0,1,0,1,Intro to Ethics-ACP,"Bernal, Juan C",3.079047619047619
Fall,2018,45,SBC,501,18,14,2,4,3,1,1,2,0,0,0,0,0,0,Strat Branding: Global Persp,"Torelli, Carlos J",3.7035555555555555
Fall,2021,334,SPED,117,0,279,13,7,23,1,1,2,0,0,3,0,5,0,The Culture of Disability,"Bentz, Johnell L",3.7964670658682635
Spring,2011,34,ECON,202,2,8,5,4,7,0,0,4,0,0,2,0,1,1,Economic Statistics I,"Soppelsa, Maria E",3.1112121212121213
Fall,2010,58,ASTR,210,7,20,11,3,3,5,3,2,0,0,0,1,0,3,General Astronomy,"Fields, Brian D",3.4976363636363637
Spring,2016,97,ECE,310,4,11,12,18,16,12,8,4,6,0,3,0,2,1,Digital Signal Processing,"Liang, Zhi-Pei",2.9549999999999996
Fall,2015,40,ECE,120,3,13,7,6,6,2,1,0,1,0,1,0,0,0,Introduction to Computing,"Jaramillo Jimen, Juan Jos",3.4502499999999996
Spring,2022,38,FIN,463,0,8,3,8,5,3,2,9,0,0,0,0,0,0,Investment Banking,"Bertram, James M",3.0347368421052634
Spring,2020,49,KIN,268,6,17,9,1,8,4,0,1,1,0,1,0,1,0,Children's Movement,"Pennington, Shannon A",3.42265306122449
Spring,2016,35,ACCY,451,1,14,0,2,12,0,2,4,0,0,0,0,0,0,Advanced Income Tax Problems,"Bodtke, James E",3.2948571428571425
