Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Winter,2020,31,GEOG,101,10,15,1,1,3,0,0,1,0,0,0,0,0,0,Global Development&Environment,"Zaimi, Rea",3.806451612903226
Spring,2022,29,IS,582,9,16,0,1,1,0,0,2,0,0,0,0,0,0,Academic Librarianship,"Wong, Melissa A",3.8044827586206895
Spring,2021,30,BADM,380,0,22,1,3,2,1,1,0,0,0,0,0,0,0,International Business,"Martinez, Candace A",3.755333333333333
Fall,2010,26,CMN,101,0,7,12,4,2,0,0,0,1,0,0,0,0,0,Public Speaking,"Ogilvie, Sylvia R",3.5780769230769227
Spring,2015,27,LER,100,0,3,0,0,9,4,2,2,0,1,2,1,3,0,Introduction to Labor Studies,"Arnold, Dexter P",2.308888888888889
Fall,2019,56,ADV,310,1,6,9,1,25,8,0,1,0,1,1,1,1,1,Intro to Public Relations,"Wirtz, John",3.0130909090909097
Fall,2012,33,ENGL,104,0,10,4,8,5,4,0,1,0,0,0,0,0,1,Intro to Film,"Skwarczek, Katherine A",3.40625
Summer,2012,28,SOCW,410,0,23,4,0,1,0,0,0,0,0,0,0,0,0,Social Welfare Pol and Svcs,"Park, Min G",3.9171428571428573
Fall,2015,51,CHEM,105,4,21,8,8,5,2,0,1,1,0,0,0,0,1,General Chemistry Lab II,"Hu, Pingfan",3.6001999999999996
Spring,2017,120,CEE,380,3,9,6,26,25,25,10,11,1,2,1,0,1,0,Geotechnical Engineering,"Olson, Scott M",2.9081666666666672
Fall,2014,40,FIN,221,5,17,2,5,3,1,1,4,0,0,0,0,2,0,Corporate Finance,"Singh, Pranav P",3.3497500000000002
Fall,2019,35,IHLT,375,17,10,5,1,0,1,0,0,0,0,0,1,0,0,Interdis Collab in Health Serv,"DiFilippo, Kristen N",3.8005714285714283
Summer,2017,29,PS,491,0,3,15,8,3,0,0,0,0,0,0,0,0,0,Internship,"Mayer, Andrea L",3.5410344827586204
Fall,2016,22,MATH,103,0,7,0,0,9,0,0,3,0,0,2,0,1,0,Theory of Arithmetic,"Hoffmeister, April M",2.8636363636363638
Spring,2018,32,ENGL,200,0,14,10,7,0,0,0,0,0,0,0,0,1,0,Intro to the Study of Lit,"Pollock, Anthony",3.6253125
Fall,2020,24,LAS,101,18,1,1,2,0,0,0,1,1,0,0,0,0,0,Design First Year Experience,"Soranso, Murillo S",3.75
Fall,2017,21,ARTH,115,1,0,6,5,4,2,1,1,1,0,0,0,0,0,Art in a Global Context,"Belanger, Noelle C",3.1433333333333335
Spring,2019,22,MCB,317,1,5,0,1,9,0,0,4,0,0,2,0,0,0,Genetics and Genomics,"Rivier, David H",2.924090909090909
Fall,2011,50,FSHN,302,18,17,3,5,4,1,0,1,0,0,0,1,0,0,Sensory Evaluation of Foods,"Lee, Soo-Yeun",3.6999999999999993
Fall,2015,23,BADM,313,1,7,7,4,3,0,0,0,1,0,0,0,0,0,Human Resource Management,"Lee, Seung Hoon",3.5513043478260866
Fall,2017,22,LAS,101,6,6,1,1,2,4,0,1,0,1,0,0,0,0,Freshman Seminar,"Soranso, Murillo S",3.4095454545454547
Summer,2012,22,ENG,198,5,9,0,3,3,0,2,0,0,0,0,0,0,0,IEFX Projects,"Dragic, Peter D",3.620454545454545
Fall,2021,22,AIS,101,4,10,4,1,3,0,0,0,0,0,0,0,0,0,Intro to Amer Indian Studies,"Ridgway, Morgan L",3.7731818181818184
Fall,2010,30,AFST,210,0,10,5,4,6,1,1,1,1,0,0,0,1,0,Intro to Mod African Lit,"Basu, Manisha",3.278
Spring,2016,46,ACCY,201,3,15,5,6,7,3,0,1,1,0,0,0,3,2,Accounting and Accountancy I,"Ditman, Stephen M",3.250227272727272
Spring,2012,29,CMN,102,3,2,5,5,5,6,2,1,0,0,0,0,0,0,Intro to Comm Theory & Res,"Josey, Christopher S",3.195862068965517
Spring,2015,52,BADM,300,7,9,8,7,10,3,2,3,0,2,0,1,0,0,The Legal Environment of Bus,"Winship, Verity",3.2436538461538458
Spring,2010,65,FIN,524,1,30,13,14,6,1,0,0,0,0,0,0,0,0,Mergers and Acquisitions,"Lins, David A",3.6769230769230767
Spring,2021,34,MACS,100,10,8,2,7,2,1,0,2,0,2,0,0,0,0,Intro to Popular TV & Movies,"Das, Susmita",3.47
Fall,2012,24,ANTH,230,1,5,8,0,4,1,3,1,0,0,0,1,0,0,Sociocultural Anthropology,"Lugo, Alejandro",3.237083333333333
Fall,2016,22,BTW,250,0,6,12,3,0,1,0,0,0,0,0,0,0,0,Principles Bus Comm,"Kelly, Daniel",3.6681818181818175
Summer,2011,26,ANTH,143,1,12,6,2,3,1,0,1,0,0,0,0,0,0,Biology of Human Behavior,"Clancy, Kathryn B",3.628846153846154
Fall,2014,22,EIL,422,3,9,2,1,3,1,1,1,1,0,0,0,0,0,Engl Grammar for ESL Teachers,"Ionin, Tania",3.47
Spring,2020,28,CMN,326,4,8,2,3,6,1,2,1,0,0,0,0,1,0,Mass Media and the Audience,"Smith, Marisa A",3.309285714285714
Fall,2011,22,IS,590,16,5,0,1,0,0,0,0,0,0,0,0,0,0,Web Design Construct Organizs,"Kovacs, Diane K",3.9695454545454543
Spring,2020,22,ME,452,1,11,0,2,7,0,0,1,0,0,0,0,0,0,Num Control of Mfg Processes,"Ferreira, Placid M",3.53
Spring,2013,150,THEA,101,62,52,13,10,7,5,0,0,1,0,0,0,0,0,Introduction to Theatre Arts,"Morrissette, Jason W",3.8202
Spring,2013,89,HDFS,120,27,31,14,10,1,4,1,1,0,0,0,0,0,0,Intro to Family Studies,"Jarrett, Robin L",3.7605617977528087
Fall,2015,63,CHEM,103,17,17,10,3,4,3,3,2,0,0,1,0,3,0,General Chemistry Lab I,"Yang, Woojin",3.4077777777777776
Fall,2017,39,FIN,300,0,2,3,4,5,5,2,6,5,4,1,0,2,0,Financial Markets,"Smith, Mark K",2.359230769230769
Spring,2011,37,CMN,432,0,28,4,4,0,1,0,0,0,0,0,0,0,0,Gender and Language,"Giorgio, Grace A",3.8559459459459458
Summer,2011,21,MCB,354,1,1,1,1,2,2,2,6,2,2,0,1,0,0,Biochem & Phys Basis of Life,"Desai, Bijoy J",2.3652380952380954
Spring,2019,29,MACS,101,0,6,4,5,6,1,2,3,0,0,0,2,0,0,Intro to the Media,"Das, Susmita",3.0344827586206895
Spring,2020,38,ECON,517,4,13,11,3,6,1,0,0,0,0,0,0,0,0,Monetary Policy,"Zhao, Rui",3.658684210526316
Fall,2017,29,CLCV,115,4,17,1,0,6,0,0,1,0,0,0,0,0,0,Mythology of Greece and Rome,"Cantwell, Katherine P",3.7127586206896552
Fall,2019,70,TAM,541,23,21,12,7,3,2,0,2,0,0,0,0,0,0,Mathematical Methods I,"West, Matthew",3.7384285714285714
Fall,2020,23,UP,246,2,10,7,1,1,0,0,0,2,0,0,0,0,0,Int Enviro Planning/Governance,"Kennedy, Sean F",3.6243478260869564
Spring,2020,49,PS,281,9,7,3,10,6,4,2,3,2,1,0,1,1,0,Intro to Intl Relations-ACP,"Nagashima, Daniel",3.1222448979591837
Spring,2022,23,SHS,221,2,6,2,4,3,1,2,0,1,1,1,0,0,0,American Sign Language II,"Colon, Carlos",3.173478260869565
Fall,2020,37,MACS,101,17,10,3,1,1,0,0,1,1,0,0,0,3,0,Intro to the Media,"Carrillo Fuchs, David E",3.4867567567567566
Summer,2011,30,MCB,245,6,6,4,5,2,3,1,1,1,0,1,0,0,0,Human Anat & Physiol Lab I,"Kim, Bomy",3.344666666666667
Fall,2018,166,CHEM,236,0,49,7,5,42,16,2,33,4,0,0,0,7,1,Fundamental Organic Chem I,"Zimmerman, Steven C",2.9357575757575765
Fall,2010,26,ENGL,462,0,7,13,6,0,0,0,0,0,0,0,0,0,0,Topics in Modern Fiction,"Hansen, James A",3.680384615384616
Fall,2011,108,CHEM,360,0,28,30,7,30,5,2,3,1,1,1,0,0,0,Chemistry of the Environment,"Shapley, John R",3.365
Spring,2017,84,SHS,120,0,42,0,0,33,0,0,5,0,0,3,0,1,0,"Child, Comm, & Lang Ability","Wachtel, Jayne M",3.3333333333333335
Spring,2019,26,PHYS,401,4,6,3,0,2,4,0,1,2,1,0,3,0,0,Classical Physics Lab,"Colla, Eugene V",2.9373076923076926
Spring,2013,22,RHET,233,0,5,9,4,3,1,0,0,0,0,0,0,0,0,Principles of Composition,"Larsen, Linda",3.5463636363636364
Winter,2017,56,ECON,302,3,10,3,7,6,7,3,8,3,2,0,2,1,1,Inter Microeconomic Theory,"Buckley, Bryan D",2.818363636363636
Spring,2011,25,LING,270,5,15,3,0,1,0,0,0,0,0,0,0,0,1,"Language, Technology & Society","Girju, Corina R",3.9170833333333337
Spring,2021,35,ACCY,304,1,16,4,0,4,3,5,0,1,0,1,0,0,0,Accounting Control Systems,"Wang, Wei",3.343142857142858
Spring,2020,29,MACS,101,16,6,4,3,0,0,0,0,0,0,0,0,0,0,Intro to the Media,"Malo, Gabriel R",3.8851724137931036
Fall,2019,58,RST,354,1,10,9,1,14,10,5,4,2,1,0,1,0,0,Legal Aspects of Sport,"Emkes, Kyle J",3.0008620689655174
Spring,2020,37,ME,199,0,32,0,0,4,0,0,1,0,0,0,0,0,0,Undergraduate Open Seminar,"Philpott, Michael L",3.8378378378378377
Fall,2012,23,CS,426,3,5,2,0,4,4,0,3,0,0,0,0,1,1,Compiler Construction,"Adve, Vikram S",3.0918181818181822
Spring,2018,28,HIST,287,0,1,7,4,8,3,2,0,1,0,0,1,0,1,African-American Women,"Barrett, Marsha E",3.0377777777777775
Spring,2013,42,MBA,505,0,6,8,17,10,1,0,0,0,0,0,0,0,0,Negotiations,"Loewenstein, Jeffrey",3.3961904761904758
Fall,2011,22,RHET,105,0,15,2,1,1,0,0,1,0,0,1,0,1,0,Principles of Composition,"Simon Power, Kaia L",3.485
Spring,2019,67,TAM,335,0,7,9,12,10,10,7,1,3,0,4,0,3,1,Introductory Fluid Mechanics,"Hilgenfeldt, Sascha",2.803181818181818
Spring,2019,57,CHEM,237,2,9,4,8,12,3,5,11,2,0,0,0,1,0,Structure and Synthesis,"van der Donk, Wilfred A",2.917894736842105
Fall,2017,49,TE,567,0,47,0,1,0,0,0,1,0,0,0,0,0,0,Venture Funded Startups,"Chopra, Sanjiv",3.945510204081633
Fall,2019,35,LING,225,12,4,4,4,4,2,1,0,1,1,0,0,2,0,"Language, Mind, and Brain","Green, Jeffrey J",3.2762857142857142
Fall,2017,21,ENGL,251,1,15,4,1,0,0,0,0,0,0,0,0,0,0,The American Novel Since 1914,"Freeburg, Christopher C",3.9052380952380954
Spring,2010,40,ANTH,275,5,8,4,0,7,0,2,9,4,1,0,0,0,0,The World of Jewish Sepharad,"Saul, Mahir",2.95875
Spring,2013,69,RST,110,33,11,15,5,3,1,0,1,0,0,0,0,0,0,Leisure Service Delivery,"Jones, Jesse J",3.7879710144927543
Summer,2011,40,ME,310,3,5,7,4,2,4,7,4,0,0,2,0,1,1,Fundamentals of Fluid Dynamics,"Pearlstein, Arne J",2.923076923076923
Fall,2011,23,GEOL,100,2,4,5,3,2,2,2,2,0,1,0,0,0,0,Planet Earth,"Kelly, Marissa",3.2030434782608697
Summer,2011,57,CEE,465,3,19,14,6,12,3,0,0,0,0,0,0,0,0,Design of Structural Systems,"Lafave, James M",3.567894736842105
Fall,2017,58,HDFS,340,9,21,6,7,8,2,2,1,2,0,0,0,0,0,"Gender, Relationshps & Society","Oswald, Ramona F",3.528793103448276
Spring,2022,66,STAT,426,6,31,12,6,3,4,1,0,1,0,0,2,0,0,Statistical Modeling II,"Yun, Sooin",3.5915151515151513
Spring,2020,108,INFO,202,0,46,14,16,10,6,5,4,3,0,1,0,3,0,Social Aspects Info Tech,"Knox, Emily J",3.336481481481481
Fall,2017,47,PSYC,201,3,5,2,9,7,5,6,2,5,1,0,0,2,0,Intro to Social Psych,"Albarracin, Dolores",2.7940425531914896
Spring,2016,39,CS,173,3,9,2,4,9,2,1,2,1,0,4,0,2,0,Discrete Structures,"Fleck, Margaret M",2.8974358974358974
Spring,2011,22,BTW,250,0,11,0,0,6,0,0,3,0,0,2,0,0,0,Principles Bus Comm,"Hechler, William D",3.1818181818181817
Spring,2014,30,DANC,100,3,14,7,0,0,1,0,4,0,0,0,0,1,0,Intro to Contemporary Dance,"Levine, Sophia E",3.478666666666667
Spring,2021,29,FIN,412,0,9,3,3,6,0,1,3,0,1,1,1,1,0,Options and Futures Markets,"Peterson, Paul E",2.976896551724138
Fall,2013,38,HIST,273,2,15,4,1,11,3,0,1,0,0,0,0,1,0,Illinois History,"Dolinar, Brian",3.395263157894737
Summer,2011,22,DANC,100,1,15,3,1,2,0,0,0,0,0,0,0,0,0,Intro to Contemporary Dance,"Brandt, Elizabeth A",3.833636363636364
Fall,2019,23,SE,420,4,3,9,2,3,1,0,0,0,1,0,0,0,0,Digital Control Systems,"Stipanovic, Dusan M",3.508260869565217
Fall,2012,26,ANTH,143,3,10,6,1,4,1,0,1,0,0,0,0,0,0,Biology of Human Behavior,"Lu, Amy",3.616153846153846
Spring,2016,30,MATH,461,1,8,2,1,3,5,0,5,1,0,1,0,2,1,Probability Theory,"Ivanov, Sergei V",2.8168965517241378
Summer,2011,58,CHEM,442,2,5,13,13,6,13,3,2,1,0,0,0,0,0,Physical Chemistry I,"Rienstra, Chad",3.178793103448276
Spring,2018,48,THEA,101,29,7,3,4,0,3,1,0,0,0,0,0,0,1,Introduction to Theatre Arts,"Fenske, Kelsey N",3.8014893617021275
Spring,2010,21,MUS,339,9,6,2,1,1,1,0,1,0,0,0,0,0,0,Princpls and Technqs in Mus Ed,"Grashel, John W",3.7304761904761907
Fall,2019,25,CS,598,0,19,5,1,0,0,0,0,0,0,0,0,0,0,Adversarial Machine Learning,"Li, Bo",3.9071999999999996
Fall,2010,53,LAW,622,2,9,7,10,19,4,1,1,0,0,0,0,0,0,Land Use Planning,"Reynolds, Laura A",3.3018867924528306
Spring,2019,28,GWS,100,4,6,2,1,5,2,1,2,0,0,0,0,5,0,Intro Gender & Women's Studies,"Ezkerra Vegas, Estibalitz",2.7621428571428575
Fall,2010,25,LAS,101,15,4,3,0,3,0,0,0,0,0,0,0,0,0,Freshman Seminar,"Hoffman, Ruth A",3.8404000000000003
Spring,2013,41,IB,199,0,38,0,0,1,0,0,1,0,0,1,0,0,0,Undergraduate Open Seminar,"Hickox, Tracey E",3.8536585365853657
Fall,2015,113,CHBE,321,8,21,17,18,24,15,7,2,0,0,0,0,0,1,Thermodynamics,"Kong, Hyun Joon",3.309732142857143
Fall,2012,39,BADM,508,7,9,13,5,2,3,0,0,0,0,0,0,0,0,Leadership and Teams,"Leblebici, Huseyin",3.6505128205128208
Winter,2015,29,GEOG,210,9,8,4,0,0,3,1,1,0,0,0,1,2,0,Contemp Social & Env Problems,"Burga Cahuana, Carol M",3.2996551724137935
Fall,2013,29,ANTH,143,1,12,4,1,1,2,1,1,2,0,0,0,3,1,Biology of Human Behavior,"Clancy, Kathryn B",3.0721428571428575
Fall,2014,117,VM,610,0,4,0,0,35,0,0,73,0,0,5,0,0,0,Medicine and Surgery II,"Ridgway, Marcella D",2.324786324786325
Fall,2017,34,ACCY,312,1,9,5,6,5,7,0,0,0,0,1,0,0,0,Principles of Taxation,"Hutchens, Matthew",3.3241176470588236
Fall,2014,39,ECON,102,14,15,2,3,2,1,0,1,0,0,1,0,0,0,Microeconomic Principles,"Vazquez, Jose J",3.717948717948718
Fall,2020,29,ECON,450,0,12,5,4,2,3,0,0,2,0,1,0,0,0,Development Economics,"Akresh, Richard S",3.38
Fall,2021,23,FIN,434,1,8,11,2,0,0,0,0,0,0,0,0,1,0,Employee Benefit Plans,"Raskie, Sterling",3.61
Fall,2020,23,ENGL,380,0,13,6,2,2,0,0,0,0,0,0,0,0,0,Writing For Money,"Prendergast, Catherine J",3.768695652173913
Fall,2021,27,ACCY,312,0,15,0,0,8,0,0,3,0,0,0,0,0,1,Principles of Taxation,"Holder, Daniel E",3.4615384615384617
Fall,2010,51,MBA,502,1,12,7,7,20,4,0,0,0,0,0,0,0,0,Foundations of Bus II-OTD,"Kraatz, Matthew S",3.3662745098039215
Spring,2018,182,RST,199,61,27,16,9,19,10,7,6,5,5,5,1,10,1,Disability in RST,"Lefevour, Kelsey M",3.1677900552486187
Spring,2011,57,NPRE,455,0,6,5,11,8,5,3,2,11,0,0,1,4,1,Neutron Diffusion & Transport,"Uddin, Rizwan",2.6135714285714284
Spring,2014,41,ARTD,326,1,4,12,2,11,7,2,2,0,0,0,0,0,0,Sustainability & Manufacturing,"Noursalehi, Ehsan",3.1963414634146337
Fall,2017,23,BUS,101,0,18,4,1,0,0,0,0,0,0,0,0,0,0,Business Prof Responsibility,"DeBrock, Lawrence M",3.9134782608695655
Fall,2015,38,ANTH,106,2,7,8,3,10,2,2,2,0,0,0,1,0,1,Hist Arch Americas,"Fennell, Christopher",3.2437837837837837
Spring,2017,23,MCB,252,1,5,8,1,1,3,2,1,0,0,0,0,0,1,"Cells, Tissues & Development","Good, Elizabeth A",3.38
Spring,2018,104,PS,201,2,28,13,7,15,13,5,9,1,1,3,1,5,1,US Racial & Ethnic Politics,"Wong, Cara J",2.981067961165049
Spring,2015,49,THEA,101,16,20,10,1,0,0,0,1,0,1,0,0,0,0,Introduction to Theatre Arts,"Morrissette, Jason W",3.823673469387755
Fall,2011,38,MATH,413,3,17,10,5,0,2,0,0,0,0,0,0,1,0,Intro to Combinatorics,"Yong, Alexander N",3.649736842105263
Spring,2015,35,MACS,264,0,9,7,4,2,4,3,2,0,2,0,2,0,0,Economics of the Media,"Grosse, Meghan L",3.0479999999999996
Fall,2019,339,MBA,544,75,172,52,12,13,3,1,5,1,1,1,1,2,0,Marketing in an Analog World,"Rindfleisch, Aric P",3.7841002949852505
Summer,2021,41,RST,118,14,11,7,5,1,1,1,1,0,0,0,0,0,0,Student-Athlete Transition,"Santos, Carla A",3.715609756097561
Summer,2011,59,FIN,511,5,1,5,18,23,7,0,0,0,0,0,0,0,0,Investments,"Chan, Kuo Chi",3.2199999999999998
Spring,2016,142,PSYC,361,26,13,7,15,20,12,12,7,6,5,5,4,6,4,The Psychology of Aging,"Fabiani, Monica",2.826014492753623
Fall,2017,342,IB,105,63,79,52,32,30,18,13,14,7,5,7,5,13,4,Environmental Biology,"Punyasena, Surangi W",3.226153846153846
Spring,2019,28,ENGL,120,0,16,4,0,3,0,1,0,1,0,0,1,0,2,Science Fiction,"Littlefield, Melissa M",3.551923076923077
Fall,2013,24,KOR,203,9,8,2,1,2,1,1,0,0,0,0,0,0,0,Intermediate Korean I,"Hur, Yun Young",3.73625
Fall,2015,32,ECE,444,8,12,0,0,9,0,0,3,0,0,0,0,0,0,IC Device Theory & Fabrication,"Lyding, Joseph W",3.53125
Summer,2011,27,ECON,202,2,3,1,3,8,0,2,4,0,2,0,0,1,1,Economic Statistics I,"Jiang, Ning",2.806923076923077
Spring,2016,26,MCB,247,1,1,3,5,0,3,2,1,5,3,1,0,0,1,Human Anat & Physiol Lab II,"Swigart, James P",2.5468
Spring,2013,39,ACCY,202,2,9,0,12,8,4,1,2,0,0,1,0,0,0,Accounting and Accountancy II,"Arvin, Kyle C",3.2300000000000004
Fall,2016,26,EPSY,220,0,18,3,3,1,0,1,0,0,0,0,0,0,0,Career Theory and Practice,"Perlus, Jessamyn G",3.7819230769230767
Spring,2019,23,IHLT,474,0,18,0,0,1,0,0,0,0,0,0,0,4,0,Pre-Field Experience in Health,"DiFilippo, Kristen N",3.260869565217391
Fall,2019,29,CHEM,534,0,4,5,6,11,3,0,0,0,0,0,0,0,0,Advanced Organic Synthesis,"Sarlah, David",3.287586206896552
Fall,2011,32,BADM,381,3,13,9,6,1,0,0,0,0,0,0,0,0,0,Multinational Management,"McCormick, Marleen E",3.7503125
Fall,2011,25,CMN,101,0,7,7,2,6,2,1,0,0,0,0,0,0,0,Public Speaking,"Lang, Carolyn E",3.4408
Spring,2012,58,BADM,300,18,38,0,0,2,0,0,0,0,0,0,0,0,0,The Legal Environment of Bus,"Kindt, John W",3.9655172413793105
Fall,2015,74,ECE,210,2,13,5,3,20,2,4,9,6,2,2,1,1,4,Analog Signal Processing,"Basar, Tangul",2.8049999999999997
Fall,2021,21,CI,422,0,14,4,2,1,0,0,0,0,0,0,0,0,0,"Families, Communities, Schools","Harris, Jadyn",3.825714285714286
Spring,2016,30,ECON,302,13,11,4,1,0,1,0,0,0,0,0,0,0,0,Inter Microeconomic Theory,"Jachetta, Christine B",3.8893333333333335
Spring,2017,94,MSE,395,0,62,14,18,0,0,0,0,0,0,0,0,0,0,Materials Design,"Shim, Moonsub",3.822553191489362
Fall,2016,31,ECE,444,4,21,1,0,4,0,0,1,0,0,0,0,0,0,IC Device Theory & Fabrication,"Sievers, Dane J",3.7958064516129033
Winter,2017,43,FIN,221,2,17,3,4,7,3,1,1,1,1,1,0,1,1,Corporate Finance,"Dyer, Michael A",3.277857142857143
Summer,2020,117,EPS,415,0,75,28,4,6,2,1,1,0,0,0,0,0,0,Technology &Educational Reform,"Burbules, Nicholas C",3.792735042735042
Spring,2021,25,CI,210,0,21,1,2,0,0,1,0,0,0,0,0,0,0,Intro to Digital Learning Env,"Paquette, Luc",3.8664
Fall,2013,35,CHBE,431,1,4,8,5,5,2,6,1,0,1,1,0,1,0,Process Design,"Vogel, Troy",2.990285714285714
Spring,2020,33,HIST,172,0,19,7,3,0,1,1,0,0,0,0,0,2,0,US History Since 1877,"Toller-Clark, Ian",3.5357575757575757
Fall,2017,32,ECE,316,0,26,5,0,0,0,1,0,0,0,0,0,0,0,Ethics and Engineering,"Hillmer, Philip M",3.8962499999999998
Fall,2021,65,EPOL,407,0,33,19,10,3,0,0,0,0,0,0,0,0,0,Critical Thinking in Education,"Burbules, Nicholas C",3.754307692307693
Summer,2010,57,ANSC,110,2,39,3,0,11,0,0,1,1,0,0,0,0,0,Life With Animals and Biotech,"Kesler, Darrel J",3.7136842105263153
Fall,2011,26,RLST,287,2,6,4,6,1,7,0,0,0,0,0,0,0,0,Introduction to Buddhism,"Mayer, Alexander L",3.398076923076923
Fall,2021,25,HIST,104,5,16,1,2,1,0,0,0,0,0,0,0,0,0,Black Music,"MacDonald, Owen J",3.8931999999999998
Fall,2014,34,ECE,515,11,9,10,0,4,0,0,0,0,0,0,0,0,0,Control System Theory & Design,"Baryshnikov, Juliy",3.7852941176470587
Fall,2014,24,ACE,161,0,11,0,0,9,0,0,3,0,0,1,0,0,0,Microcomputer Applications,"Rogalla, Valerie",3.25
Fall,2021,23,MCB,252,2,10,3,3,0,2,1,1,0,0,1,0,0,0,"Cells, Tissues & Development","Good, Elizabeth A",3.463913043478261
Fall,2015,24,SOCW,403,2,8,5,3,5,1,0,0,0,0,0,0,0,0,Practice III,"Lough, Benjamin J",3.58375
Fall,2014,30,HIST,277,0,6,4,5,7,3,0,1,1,0,1,1,0,1,Encounters in Native America,"Hughes, Michael W",3.0924137931034483
Fall,2016,29,ECE,455,2,5,5,5,2,4,3,2,0,0,1,0,0,0,Optical Electronics,"Eden, James G",3.1610344827586205
Fall,2017,28,MACS,101,3,15,5,1,1,1,0,1,0,0,0,0,1,0,Intro to the Media,"Lin, Chunfeng",3.619642857142857
Fall,2021,24,REL,110,19,1,2,1,0,1,0,0,0,0,0,0,0,0,World Religions,"Justice, David C",3.8891666666666667
Fall,2016,40,ACCY,415,0,15,8,9,7,0,0,1,0,0,0,0,0,0,Auditing Stds and Practice,"Ciconte, William",3.5582499999999997
Fall,2019,50,CHBE,476,7,20,12,10,1,0,0,0,0,0,0,0,0,0,Biotransport,"Kong, Hyun Joon",3.7667999999999995
Spring,2019,35,ACCY,304,1,3,11,3,11,4,2,0,0,0,0,0,0,0,Accounting Control Systems,"Wu, Martin G",3.2771428571428567
Fall,2014,24,CI,451,10,8,3,3,0,0,0,0,0,0,0,0,0,0,Tchg Elem Science II,"Summers, Ryan G",3.875
Fall,2010,26,CMN,101,0,14,4,5,2,0,0,0,0,0,0,0,0,1,Public Speaking,"Stryker, Allison",3.7332000000000005
Spring,2013,79,CHLH,455,6,37,8,6,12,2,4,1,2,0,1,0,0,0,Health Services Financing,"Notaro, Stephen J",3.523291139240506
Spring,2013,147,ME,300,4,16,17,19,18,9,17,9,8,7,6,3,14,0,Thermodynamics,"Glumac, Nick G",2.53047619047619
Fall,2021,48,CS,542,8,26,6,4,3,0,0,0,0,0,0,0,1,0,Stat Reinforcement Learning,"Jiang, Nan",3.7570833333333336
Fall,2014,60,SOCW,300,1,33,8,5,5,2,2,0,2,0,0,0,1,1,Diversity: Identities & Issues,"Carter-Black, Janet D",3.565254237288136
Spring,2011,24,BADM,552,1,6,4,5,6,2,0,0,0,0,0,0,0,0,Legal Aspects of Mgt Decisions,"Cohen, Susan I",3.4445833333333336
Spring,2019,48,FIN,221,1,17,6,6,8,4,2,2,1,0,0,0,1,0,Corporate Finance,"Dyer, Michael A",3.312708333333333
Spring,2015,21,BTW,250,2,11,5,2,0,0,1,0,0,0,0,0,0,0,Principles Bus Comm,"Gallagher, John",3.7780952380952377
Spring,2020,32,ECON,302,11,6,4,3,4,2,1,0,0,0,1,0,0,0,Inter Microeconomic Theory,"Han, Hyoyoung",3.541875
Summer,2011,24,LAS,101,11,8,3,0,1,0,0,0,0,0,0,1,0,0,Freshman Seminar,"Hoffman, Ruth A",3.7783333333333338
Fall,2019,21,CHBE,494,2,6,0,2,4,1,1,2,1,0,1,0,1,0,Statistics in Chemical Engrg,"Mitrovski, Svetlana",2.968095238095238
Spring,2010,50,MBA,503,2,3,14,12,16,3,0,0,0,0,0,0,0,0,Managing People&Organizations,"Northcraft, Gregory B",3.347
Fall,2011,45,PSYC,100,2,5,5,12,13,3,1,2,1,0,1,0,0,0,Intro Psych,"Phalon, Caitlin N",3.1626666666666665
Fall,2020,222,MATH,231,11,46,65,33,30,17,7,5,7,0,0,1,0,0,Calculus II,"Bronski, Jared C",3.38063063063063
Spring,2016,39,ECON,471,0,6,9,7,6,6,3,2,0,0,0,0,0,0,Intro to Applied Econometrics,"Yang, Lanwei J",3.214102564102564
Spring,2017,84,MSE,280,4,14,10,5,19,5,5,14,0,0,7,0,1,0,Engineering Materials,"Goodman, Matthew D",2.8851190476190474
Spring,2013,44,ACCY,201,4,9,5,8,4,7,0,0,2,0,4,0,1,0,Accounting and Accountancy I,"Braverman, Ian H",3.0686363636363634
Spring,2010,213,STAT,100,100,61,18,6,9,8,4,1,2,2,0,0,1,1,Statistics,"Patterson, Julie A",3.7533962264150946
Fall,2021,92,CHBE,440,1,9,12,12,22,13,12,6,5,0,0,0,0,0,Process Control and Dynamics,"Shukla, Diwakar",2.9676086956521743
Spring,2017,24,MATH,124,6,4,4,2,3,1,2,0,1,0,1,0,0,0,Finite Mathematics,"Uyanik, Caglar",3.3475
Fall,2018,31,MACS,100,6,9,8,1,5,0,2,0,0,0,0,0,0,0,Intro to Popular TV & Movies,"Mukhopadhyay, Anirban",3.6241935483870966
Spring,2011,27,GEOG,101,3,3,8,2,5,2,0,1,0,1,1,0,1,0,Geog of Developing Countries,"Hammerstein, Katya N",3.1366666666666667
Spring,2011,41,BADM,327,1,2,8,6,10,7,3,1,1,0,1,1,0,0,Marketing to Business and Govt,"Bushey, Erik A",2.984390243902439
Fall,2018,46,BADM,590,18,19,3,1,1,1,0,0,0,0,0,0,2,1,Marketing in an Analog World,"Rindfleisch, Aric P",3.7335555555555553
Spring,2015,48,THEA,101,11,13,9,6,1,2,1,0,2,1,0,0,2,0,Introduction to Theatre Arts,"Salerno, Michelle",3.4239583333333337
Spring,2016,27,BADM,554,1,2,5,6,8,1,2,1,1,0,0,0,0,0,Enterprise Database Management,"Sachdev, Vishal",3.1603703703703703
