Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Summer,2011,21,FIN,419,0,9,2,2,2,0,6,0,0,0,0,0,0,0,Real Client Managed Portfolios,"Waspi, Kevin G",3.3323809523809524
Spring,2020,36,ECON,503,11,7,7,6,5,0,0,0,0,0,0,0,0,0,Econometrics,"Agiakloglou, Christos",3.6852777777777783
Spring,2010,28,ENGL,104,0,6,2,7,1,4,1,3,2,0,1,0,1,0,Intro to Film,"McQuiston, Erin M",2.8928571428571432
Fall,2012,41,PSYC,100,0,12,0,5,8,5,3,4,1,1,1,1,0,0,Intro Psych,"Hudson, Nathan W",2.9673170731707317
Spring,2014,49,ECON,203,6,6,7,5,8,6,3,3,1,1,0,1,2,0,Economic Statistics II,"Sarhangian, Saeed",3.0004081632653063
Spring,2021,292,MUS,130,150,65,17,12,11,6,7,4,3,4,5,3,5,0,Music Then and Now,"Siletti, Michael J",3.606232876712329
Fall,2012,81,NRES,100,2,33,12,10,20,2,0,1,0,0,1,0,0,0,Fundamentals of Env Sci,"Ellsworth, Timothy R",3.526913580246913
Spring,2013,29,CS,173,2,6,4,3,4,0,3,2,1,0,2,1,1,0,Discrete Structures,"Fleck, Margaret M",2.896551724137931
Spring,2020,68,BADM,508,18,24,17,4,3,0,0,0,0,0,0,0,1,1,Leadership and Teams,"Loyd, Denise L",3.771791044776119
Fall,2020,69,ACE,261,5,14,9,12,11,5,5,4,1,0,1,0,2,0,Applied Statistical Methods,"Gundersen, Lisa C",3.154492753623188
Spring,2016,29,ECON,302,3,2,5,3,3,5,1,1,0,1,1,2,2,0,Inter Microeconomic Theory,"Shakiba, Mehdi",2.713448275862069
Summer,2011,194,CHBE,221,8,20,4,10,36,8,6,72,12,2,10,2,2,2,Principles of CHE,"Pack, Daniel W",2.5070833333333336
Spring,2015,21,LLS,320,2,2,5,3,5,2,0,1,0,0,0,0,1,0,Gender & Latina/o Migration,"Rosas, Gilberto",3.1752380952380954
Fall,2010,42,LAW,798,0,11,26,5,0,0,0,0,0,0,0,0,0,0,Contracts (Grad),"Benson, Sara R",3.7159523809523813
Spring,2020,30,SOC,100,0,14,4,3,3,4,1,1,0,0,0,0,0,0,Introduction to Sociology,"Elmeligy, Nehal M",3.489333333333333
Fall,2012,66,SPED,405,4,43,1,11,5,2,0,0,0,0,0,0,0,0,Gen Educator's Role in SPED,"Monda-Amaya, Lisa E",3.767272727272727
Fall,2014,23,BADM,199,5,7,8,2,0,0,0,0,0,0,0,0,1,0,Bus as a Force in Am Society,"White, B J",3.6530434782608694
Fall,2012,27,ENGL,200,0,8,4,4,3,0,2,1,1,0,0,0,3,1,Intro to the Study of Lit,"Webb, Gregory M",2.9742307692307692
Spring,2013,59,CHEM,105,0,48,2,5,4,0,0,0,0,0,0,0,0,0,General Chemistry Lab II,"Bhagi, Ambika",3.8642372881355933
Spring,2015,25,LER,110,0,4,4,5,5,3,0,1,0,0,1,0,2,0,Labor and Social Movements,"Ashby, Steven",2.9336
Spring,2016,80,SHS,120,0,26,0,0,39,0,0,10,0,0,5,0,0,0,"Child, Comm, & Lang Ability","Hadley, Pamela A",3.075
Fall,2018,25,DANC,125,0,2,1,5,2,6,3,4,1,0,0,0,0,1,Black Dances of Resistance,"Nance, Curtis K",2.7916666666666674
Spring,2017,104,ECE,120,5,15,13,12,16,7,11,9,5,2,1,2,4,2,Introduction to Computing,"Brown, Donna J",2.8562745098039217
Spring,2011,36,MBA,505,3,14,15,4,0,0,0,0,0,0,0,0,0,0,Sustainable Mktg Enterprises,"Viswanathan, Madhubalan",3.7880555555555557
Summer,2011,28,CI,475,9,17,0,0,1,0,0,0,0,0,0,0,1,0,Teach Elem Rdg & Lang Arts I,"McMurry, Sunny O",3.8214285714285716
Fall,2016,45,THEA,101,29,8,1,4,1,1,0,0,1,0,0,0,0,0,Introduction to Theatre Arts,"Morrissette, Jason W",3.8295555555555545
Spring,2019,22,MCB,253,9,7,4,1,1,0,0,0,0,0,0,0,0,0,Exp Techniqs in Cellular Biol,"Good, Elizabeth A",3.8640909090909092
Fall,2011,25,FIN,221,1,10,0,1,6,1,1,4,0,0,1,0,0,0,Corporate Finance,"Kim, Hyun",3.1732
Fall,2017,35,ACCY,302,0,8,5,12,7,3,0,0,0,0,0,0,0,0,Decision Making for Atg,"Finnegan, Thomas",3.4091428571428573
Fall,2017,41,ECE,342,4,13,3,10,2,2,4,2,0,0,1,0,0,0,Electronic Circuits,"Hanumolu, Pavan Kumar",3.3651219512195123
Fall,2014,26,PS,280,1,9,1,2,4,0,1,3,2,0,1,0,1,1,Intro to Intl Relations,"Townsen, Ashly A",3.0
Fall,2015,29,JOUR,360,1,17,6,5,0,0,0,0,0,0,0,0,0,0,The Media and You,"Tate, Alexis M",3.8162068965517237
Spring,2022,292,PSYC,230,113,40,26,27,20,10,7,17,6,1,7,2,14,2,Perception & Sensory Processes,"Lleras, Alejandro",3.289758620689655
Fall,2018,34,MACS,317,0,4,9,8,6,3,4,0,0,0,0,0,0,0,Media History,"Hay, James W",3.264705882352941
Fall,2011,23,ENG,333,3,6,7,4,2,0,0,0,0,0,0,0,1,0,"Creativity, Innovation, Vision","Litchfield, J B",3.5221739130434777
Summer,2012,24,HIST,100,2,14,6,0,1,1,0,0,0,0,0,0,0,0,Global History,"Smith, Rachel D",3.8204166666666666
Spring,2020,24,ENGL,109,4,6,4,2,3,0,1,0,1,0,1,0,2,0,Intro to Fiction-ACP,"Merrill, Andrew",3.1391666666666667
Summer,2021,44,MUS,130,15,9,4,3,0,5,2,0,1,0,1,0,3,1,Music Then and Now,"Magee, Gayle S",3.2872093023255813
Summer,2012,23,ECON,202,1,3,1,3,3,1,2,5,1,0,1,0,1,1,Economic Statistics I,"Kim, Dongwoo",2.666363636363637
Spring,2021,48,LAW,606,0,4,3,18,14,4,5,0,0,0,0,0,0,0,Constitutional Law I,"Mazzone, Jason",3.151666666666667
Fall,2016,27,ACCY,201,3,5,3,0,4,2,2,3,1,0,2,0,2,0,Accounting and Accountancy I,"Gebhardt, Abbey L",2.7659259259259255
Fall,2019,593,FSHN,120,20,384,0,0,124,0,0,45,0,0,12,0,8,0,Contemporary Nutrition,"Burkhalter, Toni M",3.524451939291737
Fall,2011,49,PSYC,238,2,7,9,9,13,6,0,2,1,0,0,0,0,0,Abnormal Psych,"Flores, Luis E",3.258979591836735
Fall,2011,80,MATH,285,4,33,0,0,24,0,0,13,0,0,4,0,2,0,Intro Differential Equations,"Manfroi, Aldo J",3.125
Fall,2019,74,ECE,333,18,16,15,9,2,4,5,4,0,0,0,1,0,0,Green Electric Energy,"Gross, George",3.4867567567567574
Fall,2011,35,PHIL,105,0,5,11,9,9,1,0,0,0,0,0,0,0,0,Introduction to Ethics,"Dyschkant, Alexis N",3.428857142857143
Fall,2016,22,HIST,252,0,4,9,3,1,2,1,1,0,1,0,0,0,0,The Holocaust,"Allen, Ryan",3.319090909090909
Fall,2015,23,MUS,107,5,3,1,4,1,3,1,1,1,1,0,2,0,0,Aural Skills I,"Sapp, Timothy J",2.9856521739130435
Spring,2014,35,ECON,202,3,4,9,1,9,2,0,4,1,0,1,0,1,0,Economic Statistics I,"Feng, Xue",3.067714285714286
Fall,2010,92,GS,101,34,37,6,3,3,0,1,0,2,0,1,0,3,2,Exploring General Studies,"Heintz, Hollie",3.685333333333333
Spring,2010,49,PSYC,238,2,12,8,6,9,6,0,3,1,0,0,1,1,0,Abnormal Psych,"Schoenleber, Michelle L",3.1979591836734693
Summer,2011,22,SPAN,204,3,3,8,1,3,4,0,0,0,0,0,0,0,0,Practical Review of Spanish,"Kelly, Megan L",3.4713636363636367
Fall,2013,58,ME,340,0,4,2,2,20,6,3,13,3,2,1,2,0,0,Dynamics of Mechanical Systems,"Essick, Raymond B",2.569310344827586
Fall,2018,59,ME,320,3,7,12,2,11,9,2,1,12,0,0,0,0,0,Heat Transfer,"Miljkovic, Nenad",2.956440677966101
Fall,2013,89,NRES,201,3,3,7,10,33,13,7,10,1,1,1,0,0,0,Introductory Soils,"Mulvaney, Richard L",2.887752808988764
Spring,2022,295,IB,329,0,164,0,0,97,0,0,30,0,0,3,0,0,1,Animal Behavior,"Suarez, Andrew",3.435374149659864
Spring,2015,56,ECON,528,13,18,10,7,4,1,2,0,0,0,0,0,0,1,Microeconomics for Business,"Esfahani, Hadi S",3.6970909090909085
Fall,2011,30,ME,498,7,17,4,1,1,0,0,0,0,0,0,0,0,0,Fund of Modern Photovoltaics,"Ertekin, Elif",3.9003333333333337
Summer,2017,107,FIN,221,0,46,18,21,10,2,5,3,0,0,2,0,0,0,Corporate Finance,"Dyer, Michael A",3.504485981308411
Spring,2014,54,ANSC,422,1,32,0,0,15,0,0,4,0,0,1,0,1,0,Companion Animal Nutrition,"Swanson, Kelly S",3.4444444444444446
Spring,2017,41,STAT,200,5,24,6,0,4,0,0,1,0,0,0,0,1,0,Statistical Analysis,"Yang, Fan",3.7078048780487807
Fall,2012,31,ECON,102,0,9,3,3,4,3,4,1,1,2,0,0,1,0,Microeconomic Principles,"Fan, Rui",2.9890322580645163
Fall,2021,23,ECE,311,2,8,2,1,2,2,2,1,0,0,0,1,2,0,Digital Signal Processing Lab,"Katselis, Dimitrios",3.0147826086956524
Fall,2018,47,FIN,321,0,8,4,7,15,8,0,1,4,0,0,0,0,0,Advanced Corporate Finance,"Peters, Stephen R",3.0857446808510645
Fall,2015,24,BTW,250,0,3,11,5,1,1,2,0,0,0,1,0,0,0,Principles Bus Comm,"Don, Michael L",3.3479166666666664
Fall,2013,21,CHEM,540,0,8,3,5,4,0,0,0,1,0,0,0,0,0,Quantum Mechanics,"Vura-Weis, Joshua",3.491904761904762
Fall,2017,38,ECON,102,7,12,2,4,3,4,0,4,0,0,2,0,0,0,Microeconomic Principles,"DiIanni, Isaac",3.3247368421052634
Spring,2017,30,DANC,100,0,27,2,0,1,0,0,0,0,0,0,0,0,0,Intro to Contemporary Dance,"Johnston, Philip T",3.944666666666667
Fall,2010,40,CS,101,6,6,5,5,6,3,6,1,2,0,0,0,0,0,Intro Computing: Engrg & Sci,"Gambill, Thomas N",3.2082500000000005
Fall,2019,22,CMN,111,0,12,3,3,1,1,1,1,0,0,0,0,0,0,Oral & Written Comm I,"Caban, Sarah",3.590909090909091
Spring,2010,31,TAM,445,1,5,2,2,7,0,3,5,3,1,1,0,1,0,Continuum Mechanics,"Johnson, Harley T",2.688064516129032
Fall,2016,34,ECE,298,9,14,4,6,0,0,1,0,0,0,0,0,0,0,Concepts in Engineering Math,"Allen, Jont",3.793823529411765
Fall,2015,33,MSE,453,0,4,5,5,9,2,2,3,2,0,0,1,0,0,Plastics Engineering,"Reifschneider, Louis",2.97
Spring,2014,34,CMN,465,0,10,12,6,4,1,0,0,0,0,0,0,1,0,Social Marketing Health&Behav,"Huhman, Marian",3.4908823529411763
Fall,2018,23,LAS,101,12,8,0,1,0,0,0,1,0,0,0,1,0,0,Freshman Seminar,"Soranso, Murillo S",3.739130434782609
Fall,2014,25,ANTH,143,9,6,3,1,2,0,2,2,0,0,0,0,0,0,Biology of Human Behavior,"Clancy, Kathryn B",3.56
Fall,2013,331,MACS,100,155,73,59,15,16,8,2,1,0,0,1,0,0,1,Intro to Popular TV & Movies,"Mobley, Alexandra M",3.8045454545454547
Spring,2017,38,ARTD,313,1,22,4,7,4,0,0,0,0,0,0,0,0,0,Digital Interaction,"Kwon, Linda E",3.736578947368421
Spring,2018,189,CS,357,14,32,30,28,24,12,15,9,6,4,2,7,5,1,Numerical Methods I,"Silva, Mariana T",3.012553191489362
Spring,2019,94,CHEM,474,4,20,8,7,21,12,6,7,1,2,1,0,4,1,Drug Discovery & Development,"Mitchell, Douglas A",2.978709677419355
Spring,2016,34,RLST,132,1,13,8,5,5,2,0,0,0,0,0,0,0,0,Zen,"Mayer, Alexander L",3.5985294117647055
Fall,2016,45,GS,101,0,8,5,6,10,5,3,5,0,1,1,1,0,0,Exploring General Studies,"Boten, January A",2.970444444444444
Spring,2016,50,ME,400,3,8,14,10,8,3,1,1,1,1,0,0,0,0,Energy Conversion Systems,"Jassim, Emad W",3.3604000000000003
Spring,2021,41,BADM,374,32,4,1,2,0,0,1,0,1,0,0,0,0,0,Management Decision Models,"Liang, Hongyan",3.8617073170731704
Fall,2014,28,MUS,346,0,13,8,3,3,0,0,0,0,0,1,0,0,0,Teaching of Choral Music,"Sweet, Bridget M",3.619642857142857
Fall,2016,25,BUS,101,0,14,4,2,1,2,2,0,0,0,0,0,0,0,Business Prof Responsibility,"DeBrock, Lawrence M",3.6136
Summer,2011,25,EPS,202,7,9,6,1,1,0,0,0,0,0,0,0,1,0,Foundations of Education-ACP,"Connell, Jeanne M",3.694
Fall,2011,43,PSYC,100,2,3,1,6,14,4,2,7,1,0,0,2,1,0,Intro Psych,"Ortega, Lilyana",2.7441860465116283
Spring,2018,30,CPSC,336,0,23,0,0,7,0,0,0,0,0,0,0,0,0,Tomorrow's Environment,"Lee, DoKyoung",3.7666666666666666
Fall,2020,56,MCB,401,2,15,12,9,6,6,3,1,1,0,1,0,0,0,Cell & Membrane Physiology,"Jakobsson, Eric",3.351607142857143
Fall,2018,27,ANTH,143,9,6,2,1,6,1,0,1,0,0,0,0,1,0,Biology of Human Behavior,"Jelinek, Petra",3.457037037037037
Spring,2010,22,RHET,105,0,12,2,2,4,1,0,1,0,0,0,0,0,0,Principles of Composition,"Shea, Anne O",3.575909090909091
Fall,2019,21,TAM,461,1,7,6,5,0,0,2,0,0,0,0,0,0,0,Cellular Biomechanics,"Wang, Ning",3.5871428571428563
Spring,2010,36,ECON,103,0,2,5,6,4,2,4,4,2,0,1,1,4,1,Macroeconomic Principles,"Fung, Juan F",2.4571428571428577
Fall,2011,42,AAS,287,1,39,1,1,0,0,0,0,0,0,0,0,0,0,Food and Asian Americans,"Manalansan, Martin F",3.9761904761904763
Summer,2011,25,UP,501,0,7,4,7,3,1,1,1,1,0,0,0,0,0,Planning History and Theory,"Harwood, Stacy A",3.3464000000000005
Fall,2013,33,ME,482,1,8,8,3,10,0,1,1,0,0,0,0,1,0,Musculoskel Tissue Mechanics,"Wagoner Johnson, Amy J",3.3236363636363633
Spring,2021,30,MATH,417,0,2,6,8,5,2,4,1,1,1,0,0,0,0,Intro to Abstract Algebra,"Dodd, Christopher S",3.0439999999999996
Fall,2016,55,CHBE,494,1,11,5,0,12,12,0,8,4,0,1,0,0,1,Polymer Sci & Engineering,"Guironnet, Damien S",2.927222222222222
Fall,2021,48,ANSC,431,6,25,2,3,6,1,0,4,0,1,0,0,0,0,Advanced Reproductive Biology,"Nowak, Romana A",3.5693750000000004
Spring,2015,38,ECON,103,3,5,6,4,4,5,2,1,2,0,1,0,5,0,Macroeconomic Principles,"Sun, Lingling",2.728684210526316
Fall,2019,26,LAS,101,16,6,2,0,1,1,0,0,0,0,0,0,0,0,Design First Year Experience,"Soranso, Murillo S",3.8850000000000002
Spring,2020,31,IS,508,0,29,0,0,1,1,0,0,0,0,0,0,0,0,Collection Development,"Holba Puacz, Jeanne T",3.9248387096774193
Fall,2015,24,LER,120,0,3,3,1,2,1,2,3,1,1,0,0,5,2,Contemporary Labor Problems,"Taylor, Don",2.2122727272727274
Spring,2019,585,BADM,590,0,491,63,13,4,4,0,1,0,0,0,0,6,3,Strategic Innovation,"Love, E G",3.8886254295532643
Fall,2014,26,MCB,245,0,0,1,2,1,1,4,7,5,2,1,0,2,0,Human Anat & Physiol Lab I,"Swigart, James P",1.9742307692307692
Spring,2018,84,ECE,486,19,28,13,11,7,2,0,1,0,0,3,0,0,0,Control Systems,"Han, Yun Long",3.6152380952380954
Fall,2014,22,LAS,101,6,8,4,1,2,0,0,1,0,0,0,0,0,0,Freshman Seminar,"Hoffman, Ruth A",3.727727272727273
Spring,2016,33,MATH,447,0,9,3,5,7,0,0,8,0,0,1,0,0,0,Real Variables,"Li, Xiaochun",3.0806060606060606
Summer,2013,24,SOC,100,0,7,5,1,1,0,0,4,0,0,3,0,1,2,Introduction to Sociology,"Peach, Matthew",2.8945454545454545
Spring,2018,159,GEOL,118,25,19,17,26,19,11,10,10,8,5,3,1,5,0,Natural Disasters,"Christie, Max L",3.0083018867924527
Spring,2013,34,ESE,320,1,7,9,5,7,2,1,0,0,0,0,0,2,0,"Water Planet, Water Crisis","Johnson, Thomas M",3.245588235294118
Fall,2021,37,STAT,443,1,18,6,3,6,1,0,2,0,0,0,0,0,0,Professional Statistics,"Glosemeyer, Darren W",3.5859459459459453
Fall,2011,27,RLST,110,1,10,3,5,6,0,1,0,1,0,0,0,0,0,World Religions,"Drake, Janine G",3.468888888888889
Fall,2010,318,CHEM,104,16,13,14,32,48,32,48,40,36,9,17,9,1,3,General Chemistry II,"Ray, Christian R",2.509015873015873
Fall,2012,32,ENGL,104,0,3,6,11,4,2,4,1,1,0,0,0,0,0,Intro to Film,"Newcomb, John T",3.155625
Spring,2020,207,CPSC,116,0,171,0,0,31,0,0,3,0,0,2,0,0,0,The Global Food Production Web,"Bohn, Martin O",3.792270531400966
Fall,2011,23,BTW,250,0,7,10,4,0,1,0,0,0,0,0,0,1,0,Principles Bus Comm,"Gilmore, Shawn P",3.508260869565218
Spring,2011,49,ECON,567,11,27,6,3,1,1,0,0,0,0,0,0,0,0,Microeconomics for Business,"Esfahani, Hadi S",3.8710204081632655
Spring,2021,24,ACCY,451,4,6,3,3,3,1,0,2,2,0,0,0,0,0,Advanced Income Tax Problems,"Alt, Amanda J",3.33375
Fall,2017,28,KIN,101,21,5,1,0,1,0,0,0,0,0,0,0,0,0,Aerobics I,"Evans, Nicole P",3.9525
Fall,2012,48,ECE,329,1,5,3,7,8,5,1,9,6,0,1,0,1,1,Fields and Waves I,"Heil, Philip E",2.7025531914893612
Summer,2011,23,RHET,105,0,14,4,1,4,0,0,0,0,0,0,0,0,0,Principles of Composition,"Caudill, Cody",3.7395652173913048
Fall,2010,30,SOCW,427,1,8,10,8,3,0,0,0,0,0,0,0,0,0,Social Work Research Methods,"Kang, Jiyoung",3.6113333333333335
Fall,2010,22,FR,133,0,7,8,3,3,0,0,0,0,0,0,0,0,1,Accel Intermediate French I,"Foster, Michael C",3.6357142857142852
Fall,2012,21,ACES,101,0,17,0,0,3,0,0,1,0,0,0,0,0,0,Contemporary Issues in ACES,"Simmons, F W",3.761904761904762
Spring,2021,36,PHYS,402,3,3,5,2,7,6,3,4,2,0,1,0,0,0,Light,"Cohen, Offir",2.9266666666666667
Spring,2018,26,CHEM,105,17,6,1,0,0,0,1,0,0,0,0,0,1,0,General Chemistry Lab II,"Marville, Kelly",3.769230769230769
Fall,2017,98,SOC,100,0,14,11,12,24,8,8,9,2,0,2,3,5,0,Introduction to Sociology,"Baker, Phyllis L",2.792653061224489
Spring,2011,35,ACCY,202,0,13,0,7,11,0,2,2,0,0,0,0,0,0,Accounting and Accountancy II,"Crinion, Maureen P",3.342
Fall,2017,39,ECON,103,3,8,5,4,6,4,2,2,1,0,1,1,2,0,Macroeconomic Principles,"McDermott, Eric M",2.9833333333333334
Spring,2014,181,PSYC,210,0,24,15,13,30,19,18,26,6,11,9,2,6,2,Behavioral Neuroscience,"Juraska, Janice M",2.5921787709497206
Fall,2014,33,ECON,411,3,9,7,7,5,0,0,2,0,0,0,0,0,0,Public Sector Economics,"Giertz, J F",3.515151515151515
Fall,2020,157,MATH,115,10,34,8,12,45,2,5,24,0,7,3,0,7,0,Preparation for Calculus,"Hoffmeister, April M",2.9147770700636944
Summer,2011,21,ENGL,109,0,8,5,3,4,0,0,0,1,0,0,0,0,0,Intro to Fiction-ACP,"Ha, In Hye",3.5242857142857145
Fall,2018,28,LING,401,6,5,2,2,5,3,2,1,0,0,1,0,1,0,Intro to General Phonetics,"Shosted, Ryan K",3.1667857142857145
Spring,2022,29,AE,410,5,5,7,3,1,2,3,1,2,0,0,0,0,0,Computational Aerodynamics,"Hagen, Wyatt A",3.322413793103448
Spring,2010,21,MATH,124,0,3,1,3,0,3,2,1,6,0,1,1,0,0,Finite Mathematics,"Miller, Jesse E",2.477142857142857
Spring,2022,150,LA,314,0,70,33,25,16,0,1,2,0,0,0,0,3,0,History of World Landscapes,"Rhee, Pollyanna",3.591266666666667
Spring,2018,25,KIN,100,0,21,0,0,4,0,0,0,0,0,0,0,0,0,Development Activities,"Box, Allyson G",3.84
Fall,2012,23,RUSS,220,0,5,1,2,7,3,1,0,0,0,0,0,3,1,Golden Age of Russian Lit,"Finke, Michael C",2.8031818181818178
Fall,2021,102,NRES,421,35,17,18,7,5,7,2,2,2,0,0,4,3,0,Quantitative Methods in NRES,"Yannarell, Anthony",3.389607843137255
Spring,2017,28,BADM,311,0,11,8,4,2,2,1,0,0,0,0,0,0,0,Individual Behavior in Orgs,"Gajendran, Ravi S",3.583928571428572
Fall,2019,77,PSYC,239,0,43,10,7,10,2,1,4,0,0,0,0,0,0,Community Psych,"Aber, Mark S",3.606233766233766
Spring,2018,26,ECE,206,3,19,3,0,1,0,0,0,0,0,0,0,0,0,Elec & Electronic Circuits Lab,"Radhakrishnan, Chandrasek",3.9234615384615386
Spring,2018,23,MACS,100,4,3,5,4,2,3,1,0,1,0,0,0,0,0,Intro to Popular TV & Movies,"Peng, Anqi",3.3773913043478263
Spring,2017,41,CHLH,415,4,10,8,6,2,4,1,0,1,0,0,2,3,0,International Health,"Schwingel, Andiara",3.1063414634146347
Fall,2010,33,CS,225,1,6,2,1,11,0,0,2,2,0,4,0,4,0,Data Structures,"Heeren, Cinda",2.5154545454545456
Spring,2016,63,BADM,574,2,26,13,18,3,1,0,0,0,0,0,0,0,0,Simulation and Risk Analysis,"Kwon, Hyok-Jon D",3.6717460317460318
Fall,2018,164,MATH,286,0,45,13,5,27,19,10,17,11,5,4,6,1,1,Intro to Differential Eq Plus,"Chuang, Jer-Chin",2.8615337423312885
Fall,2019,29,IS,501,0,25,1,2,0,1,0,0,0,0,0,0,0,0,Info Org and Access,"Ocepek, Melissa G",3.896551724137931
Fall,2021,25,CEE,498,1,18,3,2,1,0,0,0,0,0,0,0,0,0,Theory & Creation of Structure,"Zhang, Xiaojia",3.8668
Fall,2011,22,RHET,105,0,4,9,8,0,1,0,0,0,0,0,0,0,0,Principles of Composition,"Webb, Gregory M",3.560909090909091
Spring,2010,21,HIST,142,0,4,2,8,2,3,2,0,0,0,0,0,0,0,Western Civ Since 1660,"Liebersohn, Harry M",3.2690476190476194
Spring,2014,270,PHYS,214,22,35,24,22,23,28,24,30,15,16,14,13,4,0,Univ Physics: Quantum Physics,"Kwiat, Paul G",2.659481481481481
Spring,2021,21,CMN,220,0,16,3,1,0,1,0,0,0,0,0,0,0,0,Communicating Public Policy,"Rodriguez, Emily M",3.857619047619048
Spring,2011,34,SHS,427,0,1,4,1,2,10,2,2,6,0,0,3,3,0,Language and the Brain,"Grindrod, Christopher M",2.217647058823529
Fall,2021,61,ANSC,251,0,17,0,0,28,0,0,13,0,0,2,0,1,0,Epidemics & Infectious Disease,"Steelman, Andrew J",2.9508196721311477
Fall,2018,28,GS,101,0,19,6,1,2,0,0,0,0,0,0,0,0,0,Exploring General Studies,"Masters, Michael D",3.8339285714285714
Fall,2020,57,ME,310,3,12,9,7,11,5,2,3,2,2,0,0,1,0,Fundamentals of Fluid Dynamics,"Juarez, Gabriel",3.1464912280701753
Fall,2016,24,PS,280,0,6,5,2,4,3,3,0,0,0,0,0,1,0,Intro to Intl Relations,"Pack, Tyler J",3.1670833333333337
Fall,2015,21,SOCW,541,0,3,7,5,5,0,1,0,0,0,0,0,0,0,Clinical Research Seminar,"Li, Hong",3.412857142857143
Fall,2011,61,CHEM,103,0,23,6,14,6,2,2,0,0,2,3,0,3,0,General Chemistry Lab I,"Rankin, Kory M",3.185245901639344
Fall,2017,42,FIN,221,6,16,2,2,7,2,2,1,0,0,1,0,3,0,Corporate Finance,"Yu, Yingjie",3.238095238095238
Spring,2019,157,PHYS,102,9,20,21,13,13,20,16,15,15,4,2,7,2,0,College Physics: E&M & Modern,"Willenbrock, Scott S",2.7585987261146494
Spring,2013,31,MACS,331,1,8,3,9,3,2,3,2,0,0,0,0,0,0,Media and Democracy,"Bergman, Tabe R",3.300322580645161
Fall,2017,127,CHEM,203,8,23,14,10,39,5,8,10,2,0,0,0,7,1,Accelerated Chemistry Lab I,"Vura-Weis, Joshua",3.0238888888888886
Fall,2021,21,MUS,101,3,9,3,2,1,2,1,0,0,0,0,0,0,0,Music Theory and Practice I,"Skorobogatykh, Andrei",3.6352380952380954
Fall,2014,25,ME,487,3,6,4,6,6,0,0,0,0,0,0,0,0,0,MEMS-NEMS Theory & Fabrication,"Bahl, Gaurav",3.5463999999999998
Spring,2016,34,ECE,316,0,17,10,5,2,0,0,0,0,0,0,0,0,0,Ethics and Engineering,"Hillmer, Philip M",3.7455882352941177
Fall,2019,221,EPSY,201,25,101,54,10,13,13,0,1,0,0,0,0,2,2,Educational Psychology,"Ruedas-Gracia, Nidia",3.7040639269406395
Spring,2015,24,AFRO,103,0,1,4,3,6,3,4,1,2,0,0,0,0,0,Black Women in the Diaspora,"Flynn, Karen",2.8891666666666667
Spring,2010,32,ACCY,405,0,3,7,8,10,2,1,0,1,0,0,0,0,0,Assurance and Attestation,"Grenier, Jonathan H",3.2396875
Spring,2020,23,ACCY,550,2,12,5,3,0,0,0,1,0,0,0,0,0,0,Multistate Taxation,"Hutchens, Matthew",3.7539130434782604
Spring,2014,39,FIN,412,0,5,5,13,4,7,0,4,0,0,1,0,0,0,Options and Futures Markets,"Dey, Malay K",3.111025641025641
Spring,2019,42,MUS,240,25,8,4,2,1,0,0,1,0,0,0,0,1,0,Orientation Mus Tchg Lrng K-HS,"Kruse, Adam J",3.77
Fall,2019,42,ACE,444,0,23,7,2,7,2,1,0,0,0,0,0,0,0,Finan Serv & Invest Plan,"Schnitkey, Gary D",3.6433333333333335
Fall,2015,28,ARCH,451,3,8,1,3,2,5,0,2,2,0,1,0,1,0,Theory & Design Steel & Timber,"Kansler, Jeffrey C",3.048214285714286
Fall,2017,25,REL,110,5,6,4,2,5,0,1,1,0,0,1,0,0,0,World Religions,"Reinke, Joshua M",3.4268
Spring,2016,36,FIN,221,1,6,2,2,10,4,3,4,1,0,1,0,2,0,Corporate Finance,"Oh, Eunji",2.7872222222222223
Spring,2022,50,LAW,501,1,2,4,18,16,6,1,1,0,0,0,1,0,0,Professional Resp (GRAD),"Roebuck, Amy M",3.1128000000000005
Fall,2010,29,HORT,105,5,15,3,2,2,1,1,0,0,0,0,0,0,0,Vegetable Gardening,"Masiunas, John B",3.7472413793103447
Fall,2013,39,BADM,380,21,15,1,1,1,0,0,0,0,0,0,0,0,0,International Business,"Minefee, Ishva",3.948717948717949
Spring,2020,524,ACCY,503,39,143,114,86,100,29,13,0,0,0,0,0,0,0,Managerial Accounting,"Hecht, Gary W",3.512366412213741
Fall,2019,38,CHEM,584,0,22,0,6,10,0,0,0,0,0,0,0,0,0,Introduction to Materials Chem,"Murphy, Catherine J",3.6310526315789478
Spring,2013,29,ENGL,116,1,21,4,2,1,0,0,0,0,0,0,0,0,0,Intro to American Literature,"Zink, Amanda J",3.8737931034482758
Spring,2013,52,ECON,203,6,3,4,5,8,9,4,5,2,2,2,0,1,1,Economic Statistics II,"Liu, Yingyi",2.7976470588235296
Fall,2015,27,ACE,341,13,8,2,1,1,2,0,0,0,0,0,0,0,0,Issues in Agribus Mkts & Mgmt,"Barnard, Jessa M",3.8151851851851855
Spring,2014,31,CMN,326,5,9,4,2,3,6,2,0,0,0,0,0,0,0,Mass Media and the Audience,"Josey, Christopher S",3.452258064516129
