Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2010,22,IB,150,4,7,4,2,2,0,0,2,0,0,0,0,1,0,Organismal & Evolutionary Biol,"Hickox, Tracey E",3.424545454545455
Spring,2014,23,ACCY,202,1,7,1,6,3,0,2,1,2,0,0,0,0,0,Accounting and Accountancy II,"Ye, Xinxin",3.2456521739130437
Spring,2022,26,EPOL,202,1,17,1,1,1,2,0,0,0,0,0,0,3,0,Foundations of Education-ACP,"Mason, Terrence C",3.3592307692307695
Fall,2016,130,CHLH,260,12,59,12,14,21,5,2,2,1,0,1,0,0,1,Introduction to Medical Ethics,"Notaro, Stephen J",3.5840310077519386
Fall,2015,59,FIN,521,0,23,10,8,10,4,4,0,0,0,0,0,0,0,Advanced Corporate Finance,"Weisbenner, Scott J",3.480338983050847
Fall,2015,26,HORT,105,16,5,2,1,2,0,0,0,0,0,0,0,0,0,Vegetable Gardening,"Norton, Margaret A",3.871923076923077
Spring,2013,25,MCB,317,0,6,0,3,8,0,1,7,0,0,0,0,0,0,Genetics and Genomics,"Rivier, David H",2.9728
Fall,2019,32,CHBE,494,5,18,7,1,1,0,0,0,0,0,0,0,0,0,Comp Methods in Chemical Engr,"Rao, Christopher V",3.875625
Fall,2016,160,MCB,314,9,31,23,14,18,19,5,10,9,5,7,0,8,2,Introduction to Neurobiology,"Nelson, Mark E",2.8866455696202524
Fall,2012,191,ANSC,100,21,74,0,11,63,0,7,13,0,0,2,0,0,0,Intro to Animal Sciences,"Parrett, Douglas F",3.40282722513089
Fall,2018,21,ARTD,420,3,10,7,0,0,0,0,0,0,0,0,0,1,0,Disability Design,"McDonagh, Deana C",3.6995238095238094
Fall,2017,83,ME,360,6,19,14,15,13,10,3,2,0,0,0,0,1,0,Signal Processing,"Salapaka, Srinivasa M",3.349638554216867
Spring,2015,303,MUS,130,10,77,64,36,29,27,10,8,4,4,7,3,22,2,Introd to the Art of Music,"Magee, Gayle S",3.0636544850498337
Summer,2015,34,SPAN,228,0,10,2,6,6,2,4,2,0,2,0,0,0,0,Spanish Composition,"Rector, Amanda K",3.1364705882352943
Spring,2013,34,AGED,100,14,15,3,0,0,0,0,0,2,0,0,0,0,0,Intro to Ag & Leadership Ed,"Meyer, Kayla M",3.8338235294117644
Fall,2018,21,ADV,498,0,8,9,2,1,1,0,0,0,0,0,0,0,0,The Sandage Project,"Meron, Shachar",3.683809523809524
Fall,2014,23,CS,598,1,11,4,2,3,2,0,0,0,0,0,0,0,0,Parallel Programming,"Kale, Laxmikant V",3.638260869565218
Fall,2012,30,ENGL,402,1,11,9,4,3,0,2,0,0,0,0,0,0,0,Descriptive English Grammar,"Baron, Dennis E",3.600333333333333
Spring,2011,41,RLST,132,1,15,9,8,6,1,1,0,0,0,0,0,0,0,Zen,"Mayer, Alexander L",3.577317073170732
Fall,2014,37,CS,101,2,2,3,3,6,2,4,6,3,2,1,1,2,0,Intro Computing: Engrg & Sci,"Gambill, Thomas N",2.4594594594594597
Spring,2022,25,MATH,416,7,8,0,1,4,0,0,2,0,1,0,0,2,0,Abstract Linear Algebra,"Albin, Pierre",3.2264
Fall,2010,27,CI,406,0,22,2,0,1,2,0,0,0,0,0,0,0,0,Thry Prac in Elem Schl Tch I,"Broadbent, Joanne D",3.8400000000000003
Summer,2011,184,FIN,230,24,38,9,11,72,2,6,20,0,0,2,0,0,0,Introduction to Insurance,"Davis, Donald W",3.2335869565217394
Fall,2014,52,LAW,601,2,6,8,14,15,4,2,1,0,0,0,0,0,0,Contracts,"Kar, Robin B",3.275384615384616
Spring,2014,70,MATH,285,4,31,0,6,10,7,3,6,0,1,0,0,2,0,Intro Differential Equations,"Manfroi, Aldo J",3.2712857142857144
Fall,2018,28,CLCV,115,2,18,1,0,5,0,0,2,0,0,0,0,0,0,Mythology of Greece and Rome,"Scheele, Genevieve V",3.6667857142857145
Spring,2015,40,ECON,102,3,11,5,7,8,3,1,1,0,0,0,0,1,0,Microeconomic Principles,"Halim, Daniel Z",3.35
Spring,2017,27,ECON,302,1,8,2,3,5,4,0,1,0,0,1,1,1,0,Inter Microeconomic Theory,"Khazra, Nazanin",3.062222222222223
Fall,2021,68,AE,402,29,8,18,1,0,6,0,5,0,0,0,0,1,0,Orbital Mechanics,"Woollands, Robyn M",3.5795588235294122
Spring,2021,41,ASRM,406,0,24,6,2,1,4,0,2,0,0,0,0,2,0,Lin Algebra & Financial Apps,"Rosenblatt, Joseph M",3.472195121951219
Fall,2021,120,IE,310,14,29,24,12,12,11,8,3,0,0,0,1,6,0,Determin Models in Optmzation,"Sun, Ruoyu",3.256
Spring,2011,45,MSE,450,2,12,0,7,6,7,6,4,0,0,1,0,0,0,Polymer Science & Engineering,"Granick, Steve",3.0884444444444443
Fall,2017,29,CS,296,4,12,0,2,6,0,0,1,0,0,0,0,3,1,Honors Course,"Zilles, Craig",3.2378571428571425
Fall,2017,23,BTW,250,6,10,4,1,2,0,0,0,0,0,0,0,0,0,Principles Bus Comm,"Quaney, Kent J",3.826521739130435
Fall,2013,36,CS,101,3,2,6,3,3,6,2,2,4,0,1,2,2,0,Intro Computing: Engrg & Sci,"Gambill, Thomas N",2.6308333333333334
Summer,2017,31,CHEM,233,6,12,4,5,1,2,0,1,0,0,0,0,0,0,Elementary Organic Chem Lab I,"Kell, David A",3.6667741935483877
Summer,2017,31,ANSC,110,1,22,5,0,3,0,0,0,0,0,0,0,0,0,Life With Animals and Biotech,"Allen, Crystal A",3.8499999999999996
Fall,2012,28,PSYC,100,3,0,7,5,7,4,0,1,1,0,0,0,0,0,Intro Psych,"Munson, Cheyenne M",3.203214285714286
Spring,2018,79,KIN,443,0,63,0,6,6,0,2,1,0,0,0,0,1,0,Psychophysiology in Ex & Sport,"Petruzzello, Steven J",3.75493670886076
Spring,2022,45,BADM,359,1,40,1,1,2,0,0,0,0,0,0,0,0,0,Bus Prob Form and Soln,"Kim, June-Young",3.933333333333333
Spring,2010,23,MCB,150,1,2,3,6,3,3,1,0,2,2,0,0,0,0,Molec & Cellular Basis of Life,"Pan, Yinghong",2.9708695652173907
Spring,2021,39,BADM,577,1,16,16,3,1,2,0,0,0,0,0,0,0,0,Predictive Data Analytics,"Ye, Han",3.7192307692307693
Fall,2020,74,GS,101,21,4,8,0,4,7,1,5,4,1,2,2,15,0,Exploring General Studies,"Almanza, Daniel",2.4828378378378386
Spring,2013,52,ECON,203,2,1,3,6,7,6,6,3,1,6,4,3,3,1,Economic Statistics II,"Liu, Yingyi",2.2676470588235293
Spring,2016,27,CMN,340,1,10,7,3,4,2,0,0,0,0,0,0,0,0,Visual Politics,"Bruner, Katie",3.5933333333333333
Spring,2016,22,ENGL,109,0,3,9,6,2,1,0,1,0,0,0,0,0,0,Intro to Fiction-ACP,"Paterson, Alexandra J",3.4400000000000004
Fall,2019,295,PHYS,212,28,38,21,27,29,22,30,34,24,16,11,11,3,1,University Physics: Elec & Mag,"Stelzer, Timothy J",2.70187074829932
Fall,2015,22,MCB,250,2,3,3,2,1,6,1,2,1,0,0,0,1,0,Molecular Genetics,"Kirchner, Nicholas C",2.9404545454545454
Fall,2017,28,CHEM,103,13,8,6,0,1,0,0,0,0,0,0,0,0,0,General Chemistry Lab I,"Chheda, Monish L",3.8935714285714282
Spring,2018,32,ENGL,253,0,8,9,5,8,0,0,0,0,0,0,0,1,1,Topics in Lit and New Media,"Byrd, Jodi",3.4090322580645163
Spring,2013,26,CS,533,6,9,3,0,8,0,0,0,0,0,0,0,0,0,Parallel Computer Architecture,"Torrellas, Josep",3.6542307692307694
Spring,2021,41,BADM,312,1,11,12,6,2,1,2,1,3,0,0,0,2,0,Designing and Managing Orgs,"Love, E G",3.228292682926829
Fall,2021,25,LAS,101,18,2,3,0,0,0,0,1,1,0,0,0,0,0,Design First Year Experience,"Oyewunmi, Modupe M",3.7872000000000003
Fall,2011,27,ACE,100,3,4,2,5,6,3,0,1,0,1,1,0,1,0,Agr Cons and Resource Econ,"Gundersen, Lisa C",3.0492592592592596
Spring,2011,26,CI,407,3,19,2,0,1,1,0,0,0,0,0,0,0,0,Thry Prac in Elem Schl Tchg II,"Sherbert, Janice",3.8850000000000002
Fall,2019,65,LAW,607,1,4,6,24,21,2,6,0,0,0,0,0,0,1,Civil Procedure,"Winship, Verity",3.1915625
Fall,2012,32,CHEM,444,1,7,2,1,2,1,1,11,0,1,4,1,0,0,Physical Chemistry II,"Dlott, Dana D",2.5521875
Fall,2011,282,PHYS,214,12,15,28,29,50,25,42,21,25,5,9,6,9,6,Univ Physics: Quantum Physics,"Budakian, Raffi",2.6281159420289852
Fall,2014,52,ECON,203,2,1,5,6,12,6,2,4,3,1,3,1,6,0,Economic Statistics II,"Petry, Joseph A",2.404230769230769
Fall,2019,24,GCL,143,14,4,1,0,2,1,0,2,0,0,0,0,0,0,Mapping Inequalities,"Pintar, Judith A",3.6808333333333336
Fall,2019,29,SOCW,360,4,17,2,0,3,1,0,1,0,0,1,0,0,0,Social Work and the Military,"Crowell, Dennis J",3.6555172413793104
Fall,2014,32,PHIL,102,3,3,3,6,1,5,3,3,2,1,0,0,2,0,Logic and Reasoning,"Saenz, Noel B",2.7812499999999996
Spring,2010,30,LER,100,1,3,7,3,1,3,1,5,0,0,0,2,4,0,Introduction to Labor Studies,"Helgeson, Jeffrey L",2.5453333333333332
Fall,2020,30,PSYC,453,7,14,1,1,2,2,1,2,0,0,0,0,0,0,Cog Neuroscience of Vision,"Beck, Diane M",3.622333333333333
Spring,2019,96,ME,199,4,81,2,3,5,0,0,0,1,0,0,0,0,0,Undergraduate Open Seminar,"Philpott, Michael L",3.8958333333333335
Spring,2013,28,SOCW,451,14,5,6,0,1,0,0,0,1,0,0,0,1,0,HBSE I: Human Development,"Manselle, Tonya L",3.6675
Fall,2014,25,ACE,161,0,21,0,0,4,0,0,0,0,0,0,0,0,0,Microcomputer Applications,"Lo, Alexander C",3.84
Spring,2019,37,ECON,437,6,10,4,4,0,2,1,4,0,3,0,0,3,0,Game Theory,"Arga, Desak Nyoman Fi",3.017837837837838
Summer,2019,24,SPAN,130,11,6,2,0,1,0,2,1,0,1,0,0,0,0,Intermediate Spanish,"Nuila, Ennio A",3.5970833333333334
Spring,2013,139,CHEM,233,2,14,18,30,39,17,9,9,1,0,0,0,0,0,Elementary Organic Chem Lab I,"Llewellyn, Nicholas",3.1150359712230222
Fall,2010,30,CS,173,1,3,3,3,1,4,4,2,3,1,1,1,0,3,Discrete Structures,"Fleck, Margaret M",2.667037037037037
Spring,2015,40,ECON,103,0,1,3,4,3,7,5,5,4,3,4,0,1,0,Macroeconomic Principles,"Chen, Yuci",2.3084999999999996
Summer,2021,52,AFRO,100,21,10,5,4,2,5,0,2,1,0,0,0,2,0,Intro to African American St,"McMillion, Desiree Y",3.474807692307692
Fall,2015,32,ECON,302,1,5,4,2,4,5,1,0,3,1,2,3,0,1,Inter Microeconomic Theory,"Shakiba, Mehdi",2.6893548387096775
Spring,2020,23,ECON,490,10,3,1,1,5,3,0,0,0,0,0,0,0,0,Applied Machine Learning: Econ,"Farhoodi, Abdollah",3.5656521739130436
Fall,2018,30,PHYS,582,0,6,7,4,4,6,0,1,1,0,0,0,0,1,General Field Theory,"Fradkin, Eduardo H",3.26551724137931
Spring,2019,31,HIST,258,0,10,7,4,3,2,1,0,1,0,0,0,3,0,20thC World to Midcentury,"Matsushita, Elizabeth A",3.140322580645161
Spring,2015,38,PS,322,1,4,3,8,6,8,5,1,1,0,0,0,1,0,Law and Public Policy,"Hinchliffe, Joseph",2.9560526315789475
Spring,2019,23,ENGL,300,0,3,5,6,0,1,4,0,1,0,0,0,2,1,Very Recent Fiction,"Hutner, Gordon",2.9086363636363637
Spring,2018,29,CMN,340,0,12,4,5,5,3,0,0,0,0,0,0,0,0,Visual Politics,"Bruner, Katie",3.5289655172413794
Spring,2016,46,CHLH,101,0,0,2,8,3,14,9,3,4,2,1,0,0,0,Introduction to Public Health,"Dargatz, Rachel K",2.558043478260869
Fall,2019,191,ARTF,101,53,31,16,11,19,12,7,5,2,0,9,0,26,0,Contemporary Issues in Art,"Bergmark, Jennifer L",2.9269109947643983
Fall,2018,35,FIN,444,1,16,9,8,0,0,0,0,0,0,0,0,1,0,Urban Real Estate Valuation,"Sianis, Sofia G",3.6477142857142857
Fall,2020,34,ACCY,312,0,4,9,8,5,4,2,1,0,0,0,0,1,0,Principles of Taxation,"Penn, Michael W",3.1767647058823525
Summer,2012,82,SOC,100,4,17,8,8,13,8,3,6,2,0,7,0,4,2,Introduction to Sociology,"Steward, Daniel J",2.871125
Spring,2014,53,ECON,303,0,6,5,13,19,3,1,1,0,0,0,3,2,0,Inter Macroeconomic Theory,"Feng, Zhigang",2.962075471698113
Spring,2021,51,ACE,474,12,13,5,5,6,4,3,2,0,0,0,0,1,0,Econ of Consumption,"Xu, Yilan",3.424901960784314
Spring,2018,230,MATH,241,13,34,23,14,32,17,14,35,10,0,16,5,14,3,Calculus III,"Anema, Jason A",2.639162995594714
Summer,2011,61,ECE,210,4,6,1,3,8,4,5,14,9,0,4,0,2,1,Analog Signal Processing,"Franke, Patricia M",2.4503333333333335
Fall,2012,21,HIST,120,0,5,6,3,4,0,0,1,1,0,0,1,0,0,East Asian Civilizations,"Chiang, I-In",3.2547619047619043
Spring,2010,218,TAM,251,19,46,24,28,22,22,15,10,7,8,8,6,2,1,Introductory Solid Mechanics,"Gioia, Gustavo",3.0200921658986175
Fall,2011,39,AGED,230,1,10,8,9,2,2,2,1,0,1,0,1,1,1,Leadership Communications,"Anderson, James C",3.2455263157894736
Fall,2021,28,AE,598,5,13,3,3,1,2,1,0,0,0,0,0,0,0,Planetary Entry,"Putnam, Zachary R",3.7025
Fall,2021,27,CI,430,3,8,5,2,7,2,0,0,0,0,0,0,0,0,Teaching Children Mathematics,"Poetzel, Adam R",3.5314814814814817
Fall,2010,296,PHYS,212,39,43,29,28,23,33,18,31,20,18,6,3,3,2,University Physics: Elec & Mag,"Gladding, Gary E",2.9050000000000002
Spring,2016,25,MACS,101,3,7,6,6,1,2,0,0,0,0,0,0,0,0,Intro to the Media,"Prutzer, Edward S",3.6136
Fall,2011,205,CMN,275,13,36,21,26,36,25,10,8,5,5,7,0,11,2,"Media, Money and Power","McChesney, Robert W",2.9344827586206894
Fall,2011,22,GER,102,1,7,2,2,4,2,0,4,0,0,0,0,0,0,Beginning German II,"Castle, Jeffrey D",3.2427272727272727
Spring,2013,170,CS,125,26,41,23,23,11,9,6,11,7,0,5,1,6,1,Intro to Computer Science,"Angrave, Lawrence C",3.1915384615384617
Fall,2012,28,LAST,170,13,9,0,0,1,2,0,2,0,1,0,0,0,0,Introduction to Latin America,"Palma, Karla",3.6310714285714285
Fall,2011,22,RHET,105,0,7,4,4,3,2,1,0,1,0,0,0,0,0,Principles of Composition,"Cavallaro, Alexandra",3.3790909090909094
Spring,2017,36,ACCY,593,1,11,3,3,18,0,0,0,0,0,0,0,0,0,Advanced Topics in Accounting,"Ahmed, Waqar",3.4166666666666665
Spring,2022,25,ACCY,302,2,5,7,2,5,2,1,0,0,0,0,1,0,0,Decision Making for Atg,"Sani, Jalal",3.3476
Spring,2016,77,ACE,232,4,11,8,17,21,2,7,4,2,0,1,0,0,0,Management of Farm Enterprises,"Stoddard, Paul B",3.1553246753246755
Fall,2013,269,ANSC,250,0,227,0,12,9,9,3,2,4,0,0,0,3,0,Companion Animals in Society,"Albert, Sarah D",3.7794052044609665
Fall,2019,23,SOCW,505,14,4,4,1,0,0,0,0,0,0,0,0,0,0,Behav and Cogn Methods for SW,"Cintron, Valerie",3.9134782608695655
Spring,2014,32,ECON,302,7,12,2,3,5,1,0,1,1,0,0,0,0,0,Inter Microeconomic Theory,"Saenz Munoz, Luis Felipe",3.5834375
Spring,2013,33,FIN,513,3,3,6,3,0,13,2,2,0,0,1,0,0,0,Financial Engineering I,"Johnson, Timothy C",3.0418181818181815
Fall,2020,258,CHEM,102,11,19,16,28,35,34,36,26,14,7,15,6,11,0,General Chemistry I,"Hummel, Thomas J",2.540038759689922
Summer,2011,22,RHET,105,0,0,1,4,3,6,1,3,2,1,1,0,0,0,Principles of Composition,"Haynes, Robert",2.5459090909090913
Fall,2010,30,CLCV,115,7,20,1,1,1,0,0,0,0,0,0,0,0,0,Mythology of Greece and Rome,"McConnell, Ryan E",3.933333333333333
Fall,2010,30,RLST,104,0,12,0,0,14,0,0,3,0,0,0,0,1,0,Asian Mythology,"Zusman, Steven A",3.2
Summer,2011,25,LAS,101,5,8,3,1,3,0,0,3,0,0,1,1,0,0,Freshman Seminar,"Hoffman, Ruth A",3.3204000000000002
Fall,2013,43,ANSC,207,0,16,0,8,13,1,1,3,0,0,0,0,1,0,Companion Animal Biology &Care,"Brandt, Jessica R",3.2706976744186043
Spring,2019,57,ECON,203,16,9,8,5,6,0,4,2,1,1,2,0,2,1,Economic Statistics II,"Marques de Amor, Guilherm",3.2558928571428574
Fall,2012,40,ACCY,304,0,4,12,7,12,4,0,1,0,0,0,0,0,0,Accounting Control Systems,"Black, William H",3.30075
Spring,2014,22,CS,460,1,16,2,1,0,0,0,1,0,0,0,0,0,1,Security Laboratory,"Bambenek, John C",3.8414285714285716
Fall,2019,21,ACES,101,14,3,2,2,0,0,0,0,0,0,0,0,0,0,Contemporary Issues in ACES,"Li, Kailiang",3.9047619047619047
Spring,2022,23,GEOG,204,2,9,3,2,2,1,0,0,0,0,1,0,3,0,Cities of the World,"Roberts, Nina E",3.1017391304347828
Spring,2020,451,MCB,246,75,82,95,80,66,21,14,9,3,0,1,0,5,0,Human Anatomy & Physiology II,"Brown, Chester M",3.4451219512195115
Fall,2013,38,KIN,104,0,37,0,0,0,0,0,1,0,0,0,0,0,0,Ice Skating,"Clarke, Caitlin L",3.9473684210526314
Fall,2014,22,ME,510,0,17,3,2,0,0,0,0,0,0,0,0,0,0,Advanced Gas Dynamics,"Stephani, Kelly",3.894090909090909
Spring,2014,32,CS,173,2,1,4,6,8,4,4,1,1,1,0,0,0,0,Discrete Structures,"Fleck, Margaret M",2.989375
Fall,2018,50,EPSY,480,0,32,13,2,2,0,0,0,0,0,0,0,1,0,Educational Statistics,"Li, Xiao",3.7674000000000003
Fall,2021,28,CMN,260,0,5,6,3,6,4,1,1,1,0,0,0,1,0,Intro to Health Communication,"Pulido, Manuel D",3.0960714285714284
Spring,2015,96,MSE,280,2,19,12,10,22,9,4,10,2,0,4,0,1,1,Engineering Materials,"Goodman, Matthew D",3.031894736842105
Fall,2014,198,TAM,212,3,25,15,22,31,24,26,18,14,0,8,3,9,0,Introductory Dynamics,"Dullerud, Geir E",2.6634343434343437
Spring,2014,29,MCB,247,2,1,7,10,4,1,2,0,1,1,0,0,0,0,Human Anat & Physiol Lab II,"Swigart, James P",3.2179310344827585
Fall,2011,64,MATH,415,17,5,12,10,5,4,3,4,0,0,0,0,4,0,Applied Linear Algebra,"Sabok, Marcin K",3.21890625
Spring,2016,54,CHEM,105,0,37,4,5,4,0,2,0,1,0,0,1,0,0,General Chemistry Lab II,"Hu, Pingfan",3.6727777777777777
Spring,2013,322,GEOL,118,36,39,47,52,41,35,20,18,14,7,3,3,7,0,Natural Disasters,"Altaner, Stephen P",3.0509316770186334
Spring,2010,25,BIOE,302,3,14,0,3,4,0,0,0,0,0,1,0,0,0,Modeling Human Physiology,"Sutton, Brad",3.6395999999999997
Fall,2014,182,AGED,260,29,59,27,25,16,10,6,3,2,2,1,1,1,0,Intro to Leadership Studies,"Burgoon, Lisa A",3.4982967032967034
Spring,2011,28,TSM,421,0,9,0,0,17,0,0,2,0,0,0,0,0,0,Ag Safety-Injury Prevention,"Aherin, Robert A",3.25
Fall,2021,25,LAS,101,21,2,0,1,0,1,0,0,0,0,0,0,0,0,Design First Year Experience,"Khneisser, Mona",3.92
Summer,2011,68,AFST,222,10,40,9,4,2,0,0,1,0,1,0,1,0,0,Introduction to Modern Africa,"Barro, Maimouna A",3.7698529411764707
Spring,2011,26,MATH,181,0,3,3,0,3,5,2,0,1,1,0,3,1,4,A Mathematical World,"Wahl, Katherine A",2.501363636363636
Fall,2010,37,LAW,604,0,4,5,10,14,2,1,1,0,0,0,0,0,0,Criminal Law,"Ross, Jacqueline E",3.2248648648648652
Fall,2018,43,PSYC,201,6,6,3,1,5,8,1,3,2,1,5,0,0,2,Intro to Social Psych,"Albarracin, Dolores",2.846341463414634
Fall,2016,29,ECE,488,4,9,4,7,4,1,0,0,0,0,0,0,0,0,Compound Semicond & Devices,"Dallesasse, John M",3.6089655172413795
Fall,2020,23,SOCW,427,8,7,3,0,3,0,0,0,1,0,1,0,0,0,Social Work Research Methods,"Li, Hong",3.5947826086956525
Spring,2010,33,PHIL,102,1,4,9,7,4,6,0,0,1,0,0,0,0,1,Logic and Reasoning,"Maher, Patrick L",3.3134375
Spring,2021,22,HIST,171,12,5,2,1,0,1,0,0,0,0,0,0,1,0,US History to 1877,"Ruiz, Michael J",3.6972727272727273
Spring,2010,26,CMN,416,0,3,4,3,4,4,2,2,1,0,0,0,3,0,Early Modern Rhetorics,"Conley, Thomas M",2.68
Spring,2017,32,UP,510,0,12,15,5,0,0,0,0,0,0,0,0,0,0,Plan Making,"Chakraborty, Arnab",3.7406249999999996
Fall,2014,23,SHS,470,3,6,6,5,1,0,2,0,0,0,0,0,0,0,Neural Bases Spch Lang,"Loucks, Torrey M",3.5795652173913037
Fall,2019,53,CHBE,221,0,5,2,3,12,5,1,20,3,0,1,0,1,0,Principles of CHE,"Rogers, Simon",2.5475471698113203
Fall,2011,22,ECE,420,1,5,2,6,4,1,1,1,1,0,0,0,0,0,Embedded DSP Laboratory,"Levinson, Stephen E",3.272272727272727
Fall,2011,29,ACE,100,1,5,5,7,7,1,2,0,0,0,1,0,0,0,Agr Cons and Resource Econ,"Gundersen, Lisa C",3.27551724137931
Fall,2012,36,PHIL,102,3,6,12,7,3,0,0,1,1,0,2,0,1,0,Logic and Reasoning,"Mack, Eric A",3.2783333333333333
Fall,2011,25,CEE,575,4,6,4,6,3,1,0,1,0,0,0,0,0,0,Fracture and Fatigue,"Dodds, Robert H",3.5332
Spring,2017,41,PSYC,100,2,3,8,6,8,1,3,3,1,1,1,0,2,2,Intro Psych,"Travis, Lisa L",2.8974358974358974
Spring,2010,21,MUS,104,3,7,5,1,2,0,2,0,1,0,0,0,0,0,Rudiments of Music Theory II,"Seo, Ju Ri",3.5242857142857145
Spring,2015,33,ACCY,410,2,11,6,4,3,6,0,1,0,0,0,0,0,0,Advanced Financial Reporting,"Elliott, W B",3.4654545454545453
Fall,2019,455,ECON,528,25,249,77,48,25,10,5,1,5,0,0,0,8,2,Microeconomics for Business,"DeBrock, Lawrence M",3.6691611479028694
Fall,2017,34,SE,410,1,10,10,6,5,0,0,1,0,0,0,0,1,0,Component Design,"Allison, James",3.4611764705882355
Spring,2010,31,LAST,170,5,12,9,2,2,0,0,0,0,0,0,0,1,0,Introduction to Latin America,"Jones, Ryan M",3.6674193548387097
Fall,2017,27,ACCY,201,0,6,2,1,1,6,1,2,4,0,2,0,2,0,Accounting and Accountancy I,"Christiansen, Ryan S",2.544444444444444
Fall,2013,120,NPRE,402,38,37,25,13,4,2,0,0,0,0,0,1,0,0,Nuclear Power Engineering,"Ragheb, Magdi",3.7754166666666666
Fall,2018,23,FIN,580,2,12,6,1,1,0,0,1,0,0,0,0,0,0,Financial Statements,"Zhang, Li",3.7543478260869563
Spring,2019,547,CHLH,206,16,299,86,41,54,19,7,12,3,0,5,1,3,1,Human Sexuality,"Rinaldi-Miles, Anna I",3.6188095238095235
Spring,2021,866,MBA,561,437,212,84,40,31,13,11,13,5,0,10,0,10,0,Intro to Bus Analytics w/R,"Guymon, Ronald N",3.7357621247113157
Spring,2011,42,SHS,120,0,31,0,0,9,0,0,1,0,0,1,0,0,0,"Child, Comm, & Lang Ability","Zengin, Hatun",3.6666666666666665
Spring,2022,84,CHLH,210,24,21,12,7,9,3,4,1,0,0,0,0,3,0,Community Health Organizations,"Schwingel, Andiara",3.4961904761904763
Fall,2017,320,BADM,320,160,108,32,12,3,5,0,0,0,0,0,0,0,0,Principles of Marketing,"Wolters, Mark E",3.91171875
Summer,2011,139,SHS,320,15,42,29,19,11,7,8,6,2,0,0,0,0,0,Development of Spoken Language,"Johnson, Cynthia J",3.477482014388489
Spring,2019,34,ANTH,462,5,13,6,5,0,1,1,1,1,0,1,0,0,0,Museum Theory and Practice,"Frankenberg, Susan R",3.539411764705882
Spring,2022,55,FIN,241,3,36,7,2,5,2,0,0,0,0,0,0,0,0,Fundamentals of Real Estate,"Perkins, Scott E",3.794363636363636
Fall,2012,28,MCB,245,2,2,4,6,8,4,1,0,0,0,1,0,0,0,Human Anat & Physiol Lab I,"Swigart, James P",3.1667857142857145
Spring,2019,34,PSYC,100,0,0,1,1,6,3,1,10,3,1,4,0,4,0,Intro Psych,"Travis, Lisa L",1.9317647058823528
Spring,2020,28,ADV,498,0,17,8,2,1,0,0,0,0,0,0,0,0,0,The Sandage Project,"Meron, Shachar",3.822142857142857
Summer,2022,452,MBA,563,137,137,57,31,35,16,7,14,3,0,5,0,9,1,Data Toolkit,"Hobson, Jessen L",3.5708647450110864
Fall,2019,28,BUS,199,18,6,2,2,0,0,0,0,0,0,0,0,0,0,Coaching for Success,"Lewis, Leslie C",3.9285714285714284
Fall,2016,54,GS,101,19,24,4,1,0,2,0,3,0,0,0,0,1,0,Exploring General Studies,"Gardiner, Sarah A",3.728703703703704
Summer,2015,32,IB,364,18,6,0,4,2,0,0,2,0,0,0,0,0,0,Bioinformatics & Human Genome,"Manaster, Joanne L",3.72875
Spring,2016,211,MATH,220,8,34,11,18,26,10,13,29,11,5,16,7,22,1,Calculus,"Murphy, Robert F",2.4143333333333334
Fall,2016,379,ANTH,246,6,227,47,36,24,7,11,7,3,1,1,0,9,0,Forensic Science,"Malhi, Ripan S",3.5937467018469658
Spring,2018,28,CHEM,105,16,5,2,2,2,0,1,0,0,0,0,0,0,0,General Chemistry Lab II,"Marville, Kelly",3.7975
Spring,2010,25,HIST,286,0,10,6,6,2,1,0,0,0,0,0,0,0,0,US Gender History Since 1877,"Pleck, Elizabeth H",3.6268000000000002
Spring,2011,120,SHS,150,9,20,13,15,17,10,9,9,6,1,2,0,8,1,Hearing Processes & Disorders,"Weston, Artice B",2.8880672268907563
Fall,2013,73,CHLH,456,27,20,9,3,5,3,1,2,1,0,1,1,0,0,Organization of Health Care,"Farner, Susan M",3.612328767123288
Spring,2018,37,ECON,102,3,8,6,5,6,0,3,4,0,1,0,0,1,0,Microeconomic Principles,"Farhoodi, Abdollah",3.1618918918918912
Spring,2018,22,PHIL,102,0,14,2,2,0,0,1,0,1,0,0,1,1,0,Logic and Reasoning,"Lee, Seungil",3.394090909090909
Spring,2022,255,MCB,100,5,22,56,61,66,24,11,3,2,3,1,0,0,1,Introductory Microbiology,"Kieffer, Collin D",3.223188976377953
Spring,2012,91,PHYS,101,14,10,10,10,11,6,7,4,6,2,3,5,2,1,College Physics: Mech & Heat,"Shoaf, Curtis M",2.8706666666666667
Fall,2015,30,LING,301,0,11,7,1,4,4,1,1,0,0,0,0,1,0,Elements of Syntax,"Schreiner, Sylvia L",3.334333333333333
Fall,2019,26,ATMS,301,5,5,6,1,5,1,3,0,0,0,0,0,0,0,Atmospheric Thermodynamics,"Jewett, Brian F",3.4619230769230764
Fall,2015,30,CS,173,6,0,3,3,4,4,1,1,2,1,3,2,0,0,Discrete Structures,"Fleck, Margaret M",2.700666666666667
Spring,2013,23,LER,100,0,3,5,3,1,3,0,0,1,1,1,2,3,0,Introduction to Labor Studies,"Berchman, Mark R",2.4647826086956526
